"","Cst_Cnt","Btl_Cnt","Depthm","LightP","PO4uM","NO2uM","NO3uM","NH3uM"
"27074",28999,718565,50,2,0.48,0.33,1.3,NA
"27075",28999,718566,54,1.5,0.53,0.43,1.9,NA
"27076",28999,718567,65,NA,0.72,0.08,5.6,NA
"27077",28999,718568,75,0.3,1.09,0.02,11.9,NA
"27078",28999,718569,84,NA,1.39,0.01,16.7,NA
"27079",28999,718570,95,NA,1.6,0.01,19.9,NA
"27080",28999,718571,100,NA,1.67,0.01,21,NA
"27081",28999,718572,108,NA,1.76,0.01,22.4,NA
"27082",28999,718573,124,NA,1.88,0.01,24.5,NA
"27083",28999,718574,125,NA,1.89,0.01,24.6,NA
"27084",28999,718575,145,NA,1.98,0.01,26.1,NA
"27085",28999,718576,150,NA,2,0.01,26.4,NA
"27086",28999,718577,168,NA,2.06,0.01,27.3,NA
"27087",28999,718578,198,NA,2.21,0.01,29.3,NA
"27088",28999,718579,200,NA,2.22,0.01,29.4,NA
"27089",28999,718580,228,NA,2.32,0.01,30.5,NA
"27090",28999,718581,250,NA,2.43,0,31.6,NA
"27091",28999,718582,268,NA,2.52,0,32.6,NA
"27092",28999,718583,300,NA,2.63,0.01,34,NA
"27093",28999,718584,318,NA,2.69,0.01,34.8,NA
"27094",28999,718585,375,NA,2.9,0,37.9,NA
"27095",28999,718586,400,NA,2.97,0,38.8,NA
"27096",28999,718587,437,NA,3.06,0,39.9,NA
"27097",28999,718588,500,NA,3.18,0,41.3,NA
"27098",28999,718589,520,NA,3.22,0,41.7,NA
"27099",29000,718590,0,NA,0.27,0.01,0,NA
"27100",29000,718591,1,NA,0.27,0.01,0,NA
"27101",29000,718592,1,NA,0.27,0.01,0,NA
"27102",29000,718593,10,NA,0.28,0.01,0,NA
"27103",29000,718594,20,NA,NA,NA,NA,NA
"27104",29000,718595,20,NA,0.26,0.01,0,NA
"27105",29000,718596,30,NA,0.31,0.01,0.1,NA
"27106",29000,718597,40,NA,0.74,0.23,5.5,NA
"27107",29000,718598,50,NA,0.89,0.08,8.3,NA
"27108",29000,718599,60,NA,NA,NA,NA,NA
"27109",29000,718600,60,NA,1.06,0.04,11.1,NA
"27110",29000,718601,71,NA,1.42,0.04,16.8,NA
"27111",29000,718602,75,NA,1.47,0.03,17.6,NA
"27112",29000,718603,84,NA,1.54,0.02,18.7,NA
"27113",29000,718604,99,NA,1.71,0.01,21.4,NA
"27114",29000,718605,100,NA,1.71,0.01,21.5,NA
"27115",29000,718606,119,NA,1.72,0.02,22.4,NA
"27116",29000,718607,125,NA,1.8,0.02,23.3,NA
"27117",29000,718608,139,NA,2.01,0.01,25.6,NA
"27118",29000,718609,150,NA,2.08,0.01,26.5,NA
"27119",29000,718610,170,NA,2.15,0.01,27.6,NA
"27120",29000,718611,200,NA,2.25,0.01,29,NA
"27121",29000,718612,229,NA,2.3,0.01,30,NA
"27122",29000,718613,250,NA,2.41,0,31.3,NA
"27123",29000,718614,267,NA,2.51,0,32.5,NA
"27124",29000,718615,300,NA,2.59,0,33.9,NA
"27125",29000,718616,317,NA,2.63,0,34.6,NA
"27126",29000,718617,377,NA,2.91,0,37.7,NA
"27127",29000,718618,400,NA,2.99,0,38.5,NA
"27128",29000,718619,439,NA,3.11,0,39.6,NA
"27129",29000,718620,500,NA,3.22,0,41.1,NA
"27130",29000,718621,517,NA,3.25,0,41.5,NA
"27131",29001,718622,0,NA,0.24,0,0.1,NA
"27132",29001,718623,1,NA,0.24,0,0.1,NA
"27133",29001,718624,10,NA,0.24,0,0.1,NA
"27134",29001,718625,19,NA,0.24,0,0.1,NA
"27135",29001,718626,20,NA,0.24,0,0.1,NA
"27136",29001,718627,30,NA,0.24,0,0.1,NA
"27137",29001,718628,40,NA,0.31,0,0.1,NA
"27138",29001,718629,50,NA,0.41,0.04,0.7,NA
"27139",29001,718630,60,NA,0.69,0.1,5.2,NA
"27140",29001,718631,69,NA,0.88,0.06,8.5,NA
"27141",29001,718632,75,NA,1.03,0.04,10.9,NA
"27142",29001,718633,85,NA,1.25,0.02,14.5,NA
"27143",29001,718634,100,NA,1.45,0.01,17.7,NA
"27144",29001,718635,119,NA,1.65,0.01,20.8,NA
"27145",29001,718636,125,NA,1.68,0.01,21.3,NA
"27146",29001,718637,139,NA,1.76,0.01,22.4,NA
"27147",29001,718638,150,NA,1.88,0.01,23.9,NA
"27148",29001,718639,170,NA,2.09,0,26.5,NA
"27149",29001,718640,198,NA,2.22,0.01,28.5,NA
"27150",29001,718641,200,NA,2.22,0.01,28.5,NA
"27151",29001,718642,228,NA,2.23,0,29,NA
"27152",29001,718643,250,NA,2.31,0,30.2,NA
"27153",29001,718644,269,NA,2.41,0,31.5,NA
"27154",29001,718645,300,NA,2.57,0,33.4,NA
"27155",29001,718646,318,NA,2.66,0,34.4,NA
"27156",29001,718647,379,NA,2.91,0,37.2,NA
"27157",29001,718648,400,NA,2.97,0,37.7,NA
"27158",29001,718649,436,NA,3.06,0,38.5,NA
"27159",29001,718650,500,NA,3.14,0,40,NA
"27160",29001,718651,519,NA,3.16,0,40.5,NA
"27161",29002,718652,0,NA,0.22,0.01,0.1,NA
"27162",29002,718653,10,NA,0.23,0.02,0.2,NA
"27163",29002,718654,20,NA,0.3,0.03,0.6,NA
"27164",29002,718655,30,NA,0.34,0.03,0.6,NA
"27165",29002,718656,39,NA,0.48,0.08,2.4,NA
"27166",29002,718657,50,NA,0.57,0.11,3.6,NA
"27167",29002,718658,60,NA,0.68,0.13,5.1,NA
"27168",29002,718659,69,NA,0.74,0.17,5.8,NA
"27169",29002,718660,75,NA,0.93,0.14,9,NA
"27170",29002,718661,80,NA,1.11,0.11,12,NA
"27171",29002,718662,92,NA,1.36,0.09,15.5,NA
"27172",29003,718663,0,NA,0.14,0,0.1,NA
"27173",29003,718664,1,NA,NA,NA,NA,NA
"27174",29003,718665,1,NA,0.14,0,0.1,NA
"27175",29003,718666,5,NA,0.13,0,0.1,NA
"27176",29003,718667,10,NA,0.22,0,0.1,NA
"27177",29003,718668,20,NA,0.34,0.02,0.2,NA
"27178",29003,718669,30,NA,0.5,0.08,0.8,NA
"27179",29004,718670,0,93.6,0.17,0,0.1,NA
"27180",29004,718671,1,NA,NA,NA,NA,NA
"27181",29004,718672,1,93.6,0.17,0,0.1,NA
"27182",29004,718673,1,NA,NA,NA,NA,NA
"27183",29004,718674,8,NA,0.18,0,0.1,NA
"27184",29004,718675,10,54,0.18,0,0.1,NA
"27185",29004,718676,14,30.8,0.19,0,0.1,NA
"27186",29004,718677,20,17.6,0.23,0.01,0.3,NA
"27187",29004,718678,25,11.5,0.28,0.02,0.4,NA
"27188",29004,718679,30,7.1,0.33,0.03,0.4,NA
"27189",29004,718680,32,NA,0.37,0.03,0.4,NA
"27190",29004,718681,37,3.8,0.56,0.22,2.4,NA
"27191",29004,718682,48,1.5,0.74,0.11,6,NA
"27192",29004,718683,48,NA,NA,NA,NA,NA
"27193",29004,718684,50,1.4,0.77,0.1,6.5,NA
"27194",29004,718685,57,NA,0.87,0.06,8.3,NA
"27195",29004,718686,67,0.3,1.03,0.03,10.9,NA
"27196",29004,718687,75,NA,1.28,0.02,14.6,NA
"27197",29004,718688,84,NA,1.4,0.02,16.3,NA
"27198",29004,718689,100,NA,1.46,0.01,17.4,NA
"27199",29005,718690,0,NA,0.22,0,0.1,NA
"27200",29005,718691,1,NA,0.22,0,0.1,NA
"27201",29005,718692,9,NA,0.22,0,0.1,NA
"27202",29005,718693,10,NA,0.22,0,0.1,NA
"27203",29005,718694,20,NA,0.27,0,0.1,NA
"27204",29005,718695,29,NA,0.34,0,0.1,NA
"27205",29005,718696,30,NA,0.35,0.01,0.3,NA
"27206",29005,718697,40,NA,0.52,0.14,2,NA
"27207",29005,718698,50,NA,0.94,0.09,9.2,NA
"27208",29005,718699,59,NA,1.3,0.03,14.5,NA
"27209",29005,718700,70,NA,1.38,0.03,15.7,NA
"27210",29005,718701,75,NA,1.39,0.03,16,NA
"27211",29005,718702,85,NA,1.43,0.02,16.6,NA
"27212",29005,718703,99,NA,1.6,0.01,19,NA
"27213",29005,718704,100,NA,1.61,0.01,19.2,NA
"27214",29005,718705,120,NA,1.84,0.01,22.3,NA
"27215",29005,718706,125,NA,1.88,0.01,23,NA
"27216",29005,718707,139,NA,1.98,0.01,24.5,NA
"27217",29005,718708,150,NA,2.04,0.01,25.3,NA
"27218",29005,718709,169,NA,2.14,0.01,26.5,NA
"27219",29005,718710,198,NA,2.3,0.01,28.4,NA
"27220",29005,718711,200,NA,2.31,0.01,28.5,NA
"27221",29005,718712,228,NA,2.45,0.01,29.8,NA
"27222",29005,718713,250,NA,2.54,0.01,30.8,NA
"27223",29005,718714,268,NA,2.61,0.01,31.5,NA
"27224",29005,718715,300,NA,2.7,0.01,32.5,NA
"27225",29005,718716,318,NA,2.75,0.01,33,NA
"27226",29005,718717,377,NA,2.89,0.01,34.3,NA
"27227",29005,718718,400,NA,2.97,0.01,34.5,NA
"27228",29005,718719,437,NA,3.1,0.01,34.8,NA
"27229",29005,718720,500,NA,3.32,0.01,33.8,NA
"27230",29005,718721,513,NA,3.36,0.01,33.6,NA
"27231",29005,718722,533,NA,3.39,0.01,33.5,NA
"27232",29005,718723,560,NA,3.72,0.13,30.3,NA
"27233",29005,718724,565,NA,3.72,0.13,30.3,NA
"27234",29005,718725,570,NA,3.74,0.14,30.1,NA
"27235",29006,718726,0,NA,0.24,0,0.1,NA
"27236",29006,718727,1,NA,NA,NA,NA,NA
"27237",29006,718728,1,NA,0.24,0,0.1,NA
"27238",29006,718729,4,NA,0.24,0,0.1,NA
"27239",29006,718730,9,NA,0.25,0,0.1,NA
"27240",29006,718731,10,NA,0.26,0,0.2,NA
"27241",29006,718732,19,NA,0.4,0.05,0.6,NA
"27242",29006,718733,20,NA,0.4,0.05,0.6,NA
"27243",29006,718734,30,NA,0.41,0.05,0.3,NA
"27244",29006,718735,40,NA,0.62,0.33,2.6,NA
"27245",29006,718736,50,NA,0.71,0.21,4.7,NA
"27246",29006,718737,50,NA,NA,NA,NA,NA
"27247",29006,718738,60,NA,0.86,0.19,7.2,NA
"27248",29006,718739,67,NA,0.93,0.17,8.5,NA
"27249",29007,718740,0,NA,0.31,0,0,NA
"27250",29007,718741,1,NA,0.31,0,0,NA
"27251",29007,718742,10,NA,0.31,0,0,NA
"27252",29007,718743,20,NA,0.32,0,0,NA
"27253",29007,718744,30,NA,0.46,0.19,1.8,NA
"27254",29007,718745,40,NA,0.9,0.34,8.3,NA
"27255",29007,718746,50,NA,1.07,0.07,11.3,NA
"27256",29007,718747,60,NA,1.19,0.04,13.1,NA
"27257",29007,718748,71,NA,1.28,0.03,14.6,NA
"27258",29007,718749,75,NA,1.29,0.03,15,NA
"27259",29007,718750,86,NA,1.34,0.02,16,NA
"27260",29007,718751,97,NA,1.45,0.02,17.7,NA
"27261",29007,718752,100,NA,1.47,0.02,18.1,NA
"27262",29007,718753,120,NA,1.61,0.01,20.1,NA
"27263",29007,718754,125,NA,1.64,0.01,20.5,NA
"27264",29007,718755,139,NA,1.72,0.01,21.7,NA
"27265",29007,718756,150,NA,1.83,0.01,23.2,NA
"27266",29007,718757,169,NA,2.03,0.01,25.9,NA
"27267",29007,718758,198,NA,2.21,0.01,28.1,NA
"27268",29007,718759,200,NA,2.22,0.01,28.2,NA
"27269",29007,718760,229,NA,2.34,0.01,29.7,NA
"27270",29007,718761,250,NA,2.41,0.01,30.5,NA
"27271",29007,718762,269,NA,2.48,0.01,31.3,NA
"27272",29007,718763,300,NA,2.61,0,33,NA
"27273",29007,718764,318,NA,2.68,0,34.1,NA
"27274",29007,718765,375,NA,2.88,0,36.7,NA
"27275",29007,718766,400,NA,2.95,0,37.6,NA
"27276",29007,718767,437,NA,3.03,0,38.7,NA
"27277",29007,718768,500,NA,3.17,0,40.7,NA
"27278",29007,718769,511,NA,3.2,0,41.1,NA
"27279",29008,718770,0,NA,0.25,0,0.1,NA
"27280",29008,718771,9,NA,0.25,0,0,NA
"27281",29008,718772,10,NA,0.25,0,0,NA
"27282",29008,718773,19,NA,0.25,0,0.1,NA
"27283",29008,718774,20,NA,0.25,0,0.1,NA
"27284",29008,718775,29,NA,0.25,0,0,NA
"27285",29008,718776,30,NA,0.26,0,0,NA
"27286",29008,718777,40,NA,0.34,0.03,0.5,NA
"27287",29008,718778,49,NA,0.75,0.1,6,NA
"27288",29008,718779,50,NA,0.78,0.1,6.4,NA
"27289",29008,718780,60,NA,0.97,0.06,9.5,NA
"27290",29008,718781,70,NA,1.2,0.03,13.4,NA
"27291",29008,718782,75,NA,1.26,0.02,14.4,NA
"27292",29008,718783,84,NA,1.34,0.02,15.9,NA
"27293",29008,718784,99,NA,1.57,0.01,19.6,NA
"27294",29008,718785,100,NA,1.59,0.01,19.8,NA
"27295",29008,718786,118,NA,1.84,0,23.4,NA
"27296",29008,718787,125,NA,1.91,0,24.2,NA
"27297",29008,718788,139,NA,2,0.01,25.3,NA
"27298",29008,718789,150,NA,2,0.01,25.6,NA
"27299",29008,718790,168,NA,1.99,0.01,26.2,NA
"27300",29008,718791,198,NA,2.28,0,29.5,NA
"27301",29008,718792,200,NA,2.29,0,29.6,NA
"27302",29008,718793,228,NA,2.46,0,31,NA
"27303",29008,718794,250,NA,2.54,0,32,NA
"27304",29008,718795,267,NA,2.59,0,32.8,NA
"27305",29008,718796,300,NA,2.69,0,34.3,NA
"27306",29008,718797,318,NA,2.74,0,35.1,NA
"27307",29008,718798,377,NA,2.93,0,37.4,NA
"27308",29008,718799,400,NA,2.99,0,38.2,NA
"27309",29008,718800,437,NA,3.06,0,39.2,NA
"27310",29008,718801,500,NA,3.15,0,40.4,NA
"27311",29008,718802,520,NA,3.18,0,40.8,NA
"27312",29009,718803,0,93.6,0.26,0,0.1,NA
"27313",29009,718804,1,NA,NA,NA,NA,NA
"27314",29009,718805,1,93.6,0.26,0,0.1,NA
"27315",29009,718806,1,NA,NA,NA,NA,NA
"27316",29009,718807,10,49.9,0.26,0,0.1,NA
"27317",29009,718808,13,30.8,0.26,0,0.1,NA
"27318",29009,718809,20,15.7,0.26,0,0.1,NA
"27319",29009,718810,24,11.5,0.26,0,0.1,NA
"27320",29009,718811,30,6.6,0.26,0,0.1,NA
"27321",29009,718812,37,3.8,0.27,0,0.1,NA
"27322",29009,718813,48,1.5,0.65,0.19,4.6,NA
"27323",29009,718814,50,1.4,0.77,0.17,6.4,NA
"27324",29009,718815,58,NA,1.23,0.07,13.9,NA
"27325",29009,718816,67,NA,NA,NA,NA,NA
"27326",29009,718817,67,0.3,1.5,0.02,18.3,NA
"27327",29009,718818,75,NA,1.57,0.02,19.5,NA
"27328",29009,718819,84,NA,1.64,0.02,20.5,NA
"27329",29009,718820,94,NA,1.76,0.01,22.3,NA
"27330",29009,718821,100,NA,1.82,0.01,23.2,NA
"27331",29009,718822,109,NA,1.88,0.01,24.2,NA
"27332",29009,718823,124,NA,1.95,0.01,25.4,NA
"27333",29009,718824,125,NA,1.95,0.01,25.4,NA
"27334",29009,718825,144,NA,1.91,0.01,25.4,NA
"27335",29009,718826,150,NA,1.95,0.01,25.9,NA
"27336",29009,718827,171,NA,2.13,0.01,28.1,NA
"27337",29009,718828,200,NA,2.2,0.02,29.1,NA
"27338",29009,718829,201,NA,2.2,0.02,29.1,NA
"27339",29009,718830,228,NA,2.36,0.02,30.9,NA
"27340",29009,718831,250,NA,2.5,0.01,32.4,NA
"27341",29009,718832,266,NA,2.59,0.01,33.4,NA
"27342",29009,718833,300,NA,2.75,0.01,35.3,NA
"27343",29009,718834,317,NA,2.82,0.01,36.2,NA
"27344",29009,718835,378,NA,2.94,0.01,38.6,NA
"27345",29009,718836,400,NA,2.99,0.01,39.2,NA
"27346",29009,718837,436,NA,3.08,0.01,40.1,NA
"27347",29009,718838,500,NA,3.19,0.01,41.9,NA
"27348",29009,718839,515,NA,3.22,0.01,42.3,NA
"27349",29010,718840,0,NA,0.3,0,0.1,NA
"27350",29010,718841,1,NA,0.3,0,0.1,NA
"27351",29010,718842,1,NA,NA,NA,NA,NA
"27352",29010,718843,1,NA,NA,NA,NA,NA
"27353",29010,718844,10,NA,0.3,0,0.1,NA
"27354",29010,718845,15,NA,0.3,0,0.1,NA
"27355",29010,718846,20,NA,0.3,0,0.1,NA
"27356",29010,718847,30,NA,0.31,0,0.1,NA
"27357",29010,718848,45,NA,0.32,0,0.1,NA
"27358",29010,718849,50,NA,0.33,0,0.1,NA
"27359",29010,718850,55,NA,0.34,0.01,0.1,NA
"27360",29010,718851,65,NA,0.49,0.27,1.9,NA
"27361",29010,718852,74,NA,0.67,0.06,5.1,NA
"27362",29010,718853,75,NA,0.68,0.06,5.3,NA
"27363",29010,718854,84,NA,0.8,0.04,7.3,NA
"27364",29010,718855,95,NA,1.15,0.02,13.1,NA
"27365",29010,718856,100,NA,1.32,0.01,15.7,NA
"27366",29010,718857,109,NA,1.6,0.01,19.9,NA
"27367",29010,718858,124,NA,1.91,0.01,24.2,NA
"27368",29010,718859,125,NA,1.92,0.01,24.4,NA
"27369",29010,718860,144,NA,2.1,0.01,26.4,NA
"27370",29010,718861,150,NA,2.14,0.01,26.9,NA
"27371",29010,718862,169,NA,2.25,0.01,28,NA
"27372",29010,718863,199,NA,2.32,0.01,29.1,NA
"27373",29010,718864,200,NA,2.32,0.01,29.1,NA
"27374",29010,718865,229,NA,2.41,0.01,29.8,NA
"27375",29010,718866,250,NA,2.45,0.01,30.3,NA
"27376",29010,718867,270,NA,2.49,0.01,30.8,NA
"27377",29010,718868,300,NA,2.56,0.01,31.6,NA
"27378",29010,718869,319,NA,2.61,0.01,32.2,NA
"27379",29010,718870,378,NA,2.78,0.01,34.5,NA
"27380",29010,718871,400,NA,2.83,0.01,35.5,NA
"27381",29010,718872,437,NA,2.91,0,37,NA
"27382",29010,718873,500,NA,3.04,0.01,38.6,NA
"27383",29010,718874,522,NA,3.08,0.01,39.2,NA
"27384",29011,718875,0,NA,0.31,0,0,NA
"27385",29011,718876,1,NA,0.31,0,0,NA
"27386",29011,718877,10,NA,0.31,0,0,NA
"27387",29011,718878,15,NA,0.31,0,0,NA
"27388",29011,718879,20,NA,0.31,0,0,NA
"27389",29011,718880,30,NA,0.3,0,0,NA
"27390",29011,718881,45,NA,0.32,0,0,NA
"27391",29011,718882,50,NA,0.32,0,0,NA
"27392",29011,718883,54,NA,0.32,0,0,NA
"27393",29011,718884,65,NA,0.31,0,0,NA
"27394",29011,718885,75,NA,0.38,0.19,0.5,NA
"27395",29011,718886,84,NA,0.48,0.07,2.2,NA
"27396",29011,718887,95,NA,0.52,0.1,3.1,NA
"27397",29011,718888,100,NA,0.69,0.07,5.8,NA
"27398",29011,718889,109,NA,1.05,0.01,11.3,NA
"27399",29011,718890,125,NA,1.31,0,15.7,NA
"27400",29011,718891,145,NA,1.55,0,19.5,NA
"27401",29011,718892,150,NA,1.61,0,20.5,NA
"27402",29011,718893,171,NA,1.82,0,23.9,NA
"27403",29011,718894,199,NA,1.97,0,25.9,NA
"27404",29011,718895,200,NA,1.98,0,26,NA
"27405",29011,718896,228,NA,2.13,0,28,NA
"27406",29011,718897,250,NA,2.24,0,29.2,NA
"27407",29011,718898,269,NA,2.31,0,30,NA
"27408",29011,718899,300,NA,2.3,0,30.6,NA
"27409",29011,718900,319,NA,2.3,0,31.1,NA
"27410",29011,718901,378,NA,2.67,0,35.4,NA
"27411",29011,718902,400,NA,2.76,0,36.7,NA
"27412",29011,718903,438,NA,2.89,0,38.7,NA
"27413",29011,718904,500,NA,3.07,0,40.8,NA
"27414",29011,718905,521,NA,3.13,0,41.5,NA
"27415",29012,718906,0,NA,0.24,0,0,NA
"27416",29012,718907,1,NA,0.24,0,0,NA
"27417",29012,718908,10,NA,0.24,0,0,NA
"27418",29012,718909,15,NA,0.24,0,0,NA
"27419",29012,718910,20,NA,0.24,0,0,NA
"27420",29012,718911,30,NA,0.24,0,0,NA
"27421",29012,718912,43,NA,0.3,0,0,NA
"27422",29012,718913,50,NA,0.28,0,0,NA
"27423",29012,718914,60,NA,0.25,0,0,NA
"27424",29012,718915,74,NA,0.26,0,0.1,NA
"27425",29012,718916,75,NA,0.26,0,0.1,NA
"27426",29012,718917,85,NA,0.26,0,0.1,NA
"27427",29012,718918,93,NA,0.28,0.03,0.1,NA
"27428",29012,718919,100,NA,0.3,0.18,0.5,NA
"27429",29012,718920,105,NA,0.34,0.25,0.8,NA
"27430",29012,718921,115,NA,0.54,0.06,4.3,NA
"27431",29012,718922,124,NA,0.73,0.02,7.3,NA
"27432",29012,718923,125,NA,0.76,0.02,7.7,NA
"27433",29012,718924,139,NA,1.13,0.01,13.6,NA
"27434",29012,718925,150,NA,1.28,0,16,NA
"27435",29012,718926,163,NA,1.38,0,17.6,NA
"27436",29012,718927,193,NA,1.52,0,20.1,NA
"27437",29012,718928,200,NA,1.56,0,20.8,NA
"27438",29012,718929,228,NA,1.74,0,23.7,NA
"27439",29012,718930,250,NA,1.88,0,25.7,NA
"27440",29012,718931,270,NA,2,0,27.3,NA
"27441",29012,718932,300,NA,2.14,0,29.2,NA
"27442",29012,718933,318,NA,2.23,0,30.3,NA
"27443",29012,718934,373,NA,2.56,0,34.4,NA
"27444",29012,718935,400,NA,2.7,0,36.2,NA
"27445",29012,718936,431,NA,2.83,0,37.9,NA
"27446",29012,718937,500,NA,3.03,0,40.2,NA
"27447",29012,718938,519,NA,3.09,0,40.8,NA
"27448",29013,718939,0,93.6,0.27,0,0.1,NA
"27449",29013,718940,0,NA,NA,NA,NA,NA
"27450",29013,718941,1,NA,NA,NA,NA,NA
"27451",29013,718942,1,93.6,0.27,0,0.1,NA
"27452",29013,718943,10,74.6,0.27,0,0.1,NA
"27453",29013,718944,12,NA,0.27,0,0.1,NA
"27454",29013,718945,20,47.1,0.27,0,0.1,NA
"27455",29013,718946,25,30.8,0.27,0,0.1,NA
"27456",29013,718947,30,23.9,0.27,0,0.1,NA
"27457",29013,718948,34,NA,0.27,0,0.1,NA
"27458",29013,718949,44,11.5,0.31,0,0.1,NA
"27459",29013,718950,50,8.4,0.26,0,0.1,NA
"27460",29013,718951,56,NA,0.21,0,0.1,NA
"27461",29013,718952,67,3.8,0.23,0,0,NA
"27462",29013,718953,75,2.5,0.22,0,0,NA
"27463",29013,718954,78,NA,0.22,0,0,NA
"27464",29013,718955,86,1.5,0.22,0,0,NA
"27465",29013,718956,97,NA,0.25,0.01,0.1,NA
"27466",29013,718957,100,0.99,0.26,0.05,0.3,NA
"27467",29013,718958,109,NA,0.35,0.13,1.1,NA
"27468",29013,718959,119,0.3,0.68,0.03,6,NA
"27469",29013,718960,125,NA,0.75,0.02,7.2,NA
"27470",29013,718961,128,NA,0.78,0.02,7.7,NA
"27471",29013,718962,139,NA,1.05,0.02,11.7,NA
"27472",29013,718963,150,NA,1.21,0.02,14.4,NA
"27473",29013,718964,164,NA,1.36,0.01,16.9,NA
"27474",29013,718965,193,NA,1.68,0,22.2,NA
"27475",29013,718966,200,NA,1.7,0,22.7,NA
"27476",29013,718967,228,NA,1.75,0,23.7,NA
"27477",29013,718968,250,NA,1.84,0,25.1,NA
"27478",29013,718969,268,NA,1.92,0,26.3,NA
"27479",29013,718970,300,NA,2.04,0,28,NA
"27480",29013,718971,316,NA,2.11,0,28.9,NA
"27481",29013,718972,377,NA,2.49,0,33.7,NA
"27482",29013,718973,400,NA,2.63,0,35.5,NA
"27483",29013,718974,437,NA,2.82,0,38,NA
"27484",29013,718975,500,NA,3,0,40.2,NA
"27485",29013,718976,521,NA,3.06,0,40.9,NA
"27486",29014,718977,0,NA,0.29,0,0,NA
"27487",29014,718978,1,NA,0.29,0,0,NA
"27488",29014,718979,10,NA,0.29,0,0,NA
"27489",29014,718980,15,NA,0.29,0,0,NA
"27490",29014,718981,20,NA,0.29,0,0,NA
"27491",29014,718982,30,NA,0.29,0,0,NA
"27492",29014,718983,45,NA,0.29,0,0,NA
"27493",29014,718984,50,NA,0.3,0,0,NA
"27494",29014,718985,55,NA,0.31,0,0,NA
"27495",29014,718986,65,NA,0.33,0,0,NA
"27496",29014,718987,74,NA,0.36,0.01,0.1,NA
"27497",29014,718988,75,NA,0.36,0.04,0.1,NA
"27498",29014,718989,85,NA,0.42,0.27,0.8,NA
"27499",29014,718990,95,NA,0.52,0.13,2.4,NA
"27500",29014,718991,100,NA,0.62,0.08,4.3,NA
"27501",29014,718992,109,NA,0.84,0.03,8.1,NA
"27502",29014,718993,125,NA,1.15,0.02,13.2,NA
"27503",29014,718994,145,NA,1.34,0.01,16.5,NA
"27504",29014,718995,150,NA,1.41,0.01,17.7,NA
"27505",29014,718996,169,NA,1.68,0.01,21.9,NA
"27506",29014,718997,199,NA,1.89,0.01,25.1,NA
"27507",29014,718998,200,NA,1.89,0.01,25.2,NA
"27508",29014,718999,228,NA,2.01,0.01,27,NA
"27509",29014,719000,250,NA,2.12,0.01,28.5,NA
"27510",29014,719001,268,NA,2.22,0.01,29.7,NA
"27511",29014,719002,300,NA,2.38,0.01,31.7,NA
"27512",29014,719003,318,NA,2.47,0.01,32.7,NA
"27513",29014,719004,377,NA,2.76,0.01,36,NA
"27514",29014,719005,400,NA,2.84,0.01,37.2,NA
"27515",29014,719006,438,NA,2.96,0.01,38.8,NA
"27516",29014,719007,500,NA,3.1,0.01,40.3,NA
"27517",29014,719008,517,NA,3.14,0.01,40.7,NA
"27518",29015,719009,0,NA,0.28,0,0.1,NA
"27519",29015,719010,10,NA,0.28,0,0.1,NA
"27520",29015,719011,15,NA,0.28,0,0.1,NA
"27521",29015,719012,20,NA,0.29,0,0.1,NA
"27522",29015,719013,30,NA,0.3,0,0,NA
"27523",29015,719014,45,NA,0.31,0,0,NA
"27524",29015,719015,50,NA,0.33,0.02,0.1,NA
"27525",29015,719016,55,NA,0.37,0.04,0.2,NA
"27526",29015,719017,65,NA,0.51,0.11,2.4,NA
"27527",29015,719018,75,NA,0.75,0.05,6.5,NA
"27528",29015,719019,85,NA,0.97,0.03,10.2,NA
"27529",29015,719020,95,NA,1.12,0.02,12.5,NA
"27530",29015,719021,100,NA,1.2,0.02,13.8,NA
"27531",29015,719022,110,NA,1.36,0.01,16.6,NA
"27532",29015,719023,125,NA,1.61,0.01,20.8,NA
"27533",29015,719024,145,NA,1.82,0,23.6,NA
"27534",29015,719025,150,NA,1.89,0,24.4,NA
"27535",29015,719026,168,NA,2.09,0,26.5,NA
"27536",29015,719027,199,NA,1.94,0.01,25.9,NA
"27537",29015,719028,200,NA,1.94,0.01,26,NA
"27538",29015,719029,228,NA,2.11,0.01,28.2,NA
"27539",29015,719030,250,NA,2.22,0,29.6,NA
"27540",29015,719031,268,NA,2.3,0,30.7,NA
"27541",29015,719032,300,NA,2.45,0,32.6,NA
"27542",29015,719033,317,NA,2.53,0,33.6,NA
"27543",29015,719034,378,NA,2.77,0,36.7,NA
"27544",29015,719035,400,NA,2.84,0,37.7,NA
"27545",29015,719036,437,NA,2.95,0,39.3,NA
"27546",29015,719037,500,NA,3.07,0,41,NA
"27547",29015,719038,520,NA,3.11,0,41.6,NA
"27548",29016,719039,0,NA,0.27,0,0,NA
"27549",29016,719040,1,NA,0.27,0,0,NA
"27550",29016,719041,10,NA,0.27,0,0,NA
"27551",29016,719042,14,NA,0.27,0,0,NA
"27552",29016,719043,20,NA,0.27,0,0,NA
"27553",29016,719044,29,NA,0.27,0,0,NA
"27554",29016,719045,30,NA,0.28,0.01,0.1,NA
"27555",29016,719046,44,NA,0.44,0.21,1.1,NA
"27556",29016,719047,50,NA,0.57,0.34,2.9,NA
"27557",29016,719048,54,NA,0.67,0.37,4.6,NA
"27558",29016,719049,64,NA,0.99,0.03,10.2,NA
