"Cst_Cnt","Cruise_ID","Cruise","Cruz_Sta","DbSta_ID","Cast_ID","Sta_ID","Quarter","Sta_Code","Distance","Date","Year","Month","Julian_Date","Julian_Day","Time","Lat_Dec","Lat_Deg","Lat_Min","Lat_Hem","Lon_Dec","Lon_Deg","Lon_Min","Lon_Hem","Rpt_Line","St_Line","Ac_Line","Rpt_Sta","St_Station","Ac_Sta","Bottom_D","Secchi","ForelU","Ship_Name","Ship_Code","Data_Type","Order_Occ","Event_Num","Cruz_Leg","Orig_Sta_ID","Data_Or","Cruz_Num","IntChl","IntC14","Inc_Str","Inc_End","PST_LAN","Civil_T","TimeZone","Wave_Dir","Wave_Ht","Wave_Prd","Wind_Dir","Wind_Spd","Barometer","Dry_T","Wet_T","Wea","Cloud_Typ","Cloud_Amt","Visibility"
30766,"2005-01-04-C-32NM",200501,20050108850302,8850302,"20-0501NM-MX-010-2358-08850302","088.5 030.2",1,"SCO",-2.598,"01/10/2005",2005,1,38362,10,"12/30/1899 23:58:00",33.673333,33,40.4,"N",-118.093333,-118,5.6,"W",88.5,88.5,88.5,30.2,30.2,30.2,21,NA,NA,"RV NEW HORIZON","32NM","MX",31,302,NA,"88.5 30.2","3101","0501",12.6,NA,"","","","",NA,16,1,5,19,14,1014,16,15.1,6,5,8,3
30767,"2005-01-04-C-32NM",200501,20050109000277,9000277,"20-0501NM-MX-010-1957-09000277","090.0 027.7",1,"SCO",-0.284,"01/10/2005",2005,1,38362,10,"12/30/1899 19:57:00",33.495,33,29.7,"N",-117.746667,-117,44.8,"W",90,90,90,27.7,27.7,27.7,20,NA,NA,"RV NEW HORIZON","32NM","MX",29,282,NA,"90.0 27.7","3101","0501",8.6,NA,"","","","",NA,20,3,7,16,14,1016.4,16,15.4,6,5,8,2
30768,"2005-01-04-C-32NM",200501,20050109000280,9000280,"20-0501NM-MX-010-2131-09000280","090.0 028.0",1,"ST",-1.256,"01/10/2005",2005,1,38362,10,"12/30/1899 21:31:00",33.486667,33,29.2,"N",-117.763333,-117,45.8,"W",90,90,90,28,28,27.9,54,1,NA,"RV NEW HORIZON","32NM","MX",30,292,NA,"90.0 28.0","3101","0501",25.1,NA,"","","","",NA,14,2,8,15,13,1014.4,16.5,15.8,6,5,8,2
30769,"2005-01-04-C-32NM",200501,20050109000300,9000300,"20-0501NM-PR-010-1734-09000300","090.0 030.0",1,"ST",-9.301,"01/10/2005",2005,1,38362,10,"12/30/1899 17:34:00",33.423333,33,25.4,"N",-117.905,-117,54.3,"W",90,90,90,30,30,30,621,17,NA,"RV NEW HORIZON","32NM","PR",28,272,NA,"90.0 30.0","3101","0501",40.1,169.1,"12/30/1899 12:00:00","12/30/1899 17:35:00","12/30/1899 12:00:00","12/30/1899 17:34:00",8,3,1,5,13,11,1017.4,16.1,15.5,6,5,8,5
30770,"2005-01-04-C-32NM",200501,20050109000350,9000350,"20-0501NM-MX-010-1230-09000350","090.0 035.0",1,"ST",-29.497,"01/10/2005",2005,1,38362,10,"12/30/1899 12:30:00",33.251667,33,15.1,"N",-118.251667,-118,15.1,"W",90,90,90,35,35,35,336,NA,NA,"RV NEW HORIZON","32NM","MX",27,262,NA,"90.0 35.0","3101","0501",38.1,NA,"","","","",NA,NA,NA,NA,17,9,1016.1,15.5,15,NA,NA,NA,NA
30771,"2005-01-04-C-32NM",200501,20050109000370,9000370,"20-0501NM-MX-010-0944-09000370","090.0 037.0",1,"ST",-37.533,"01/10/2005",2005,1,38362,10,"12/30/1899 09:44:00",33.186667,33,11.2,"N",-118.391667,-118,23.5,"W",90,90,90,37,37,37,1180,NA,NA,"RV NEW HORIZON","32NM","MX",26,252,NA,"90.0 37.0","3101","0501",40.5,NA,"","","","",NA,NA,NA,NA,16,14,1017.6,15.5,15,NA,NA,NA,NA
30772,"2005-01-04-C-32NM",200501,20050109000450,9000450,"20-0501NM-MX-010-0423-09000450","090.0 045.0",1,"ST",-69.154,"01/10/2005",2005,1,38362,10,"12/30/1899 04:23:00",32.916667,32,55,"N",-118.931667,-118,55.9,"W",90,90,90,45,45,45,1704,NA,NA,"RV NEW HORIZON","32NM","MX",25,242,NA,"90.0 45.0","3101","0501",30.8,NA,"","","","",NA,NA,NA,NA,15,9,1017,15.2,14.6,NA,NA,NA,NA
30773,"2005-01-04-C-32NM",200501,20050109000530,9000530,"20-0501NM-MX-009-2229-09000530","090.0 053.0",1,"ST",-100.891,"01/09/2005",2005,1,38361,9,"12/30/1899 22:29:00",32.65,32,39,"N",-119.475,-119,28.5,"W",90,90,90,53,53,52.9,1299,14,NA,"RV NEW HORIZON","32NM","MX",24,232,NA,"90.0 53.0","3101","0501",37.3,NA,"","","","",NA,21,7,8,23,14,1016.3,15.8,15.2,2,5,8,5
30774,"2005-01-04-C-32NM",200501,20050109000600,9000600,"20-0501NM-PR-009-1834-09000600","090.0 060.0",1,"ST",-128.723,"01/09/2005",2005,1,38361,9,"12/30/1899 18:34:00",32.418333,32,25.1,"N",-119.951667,-119,57.1,"W",90,90,90,60,60,59.9,950,16,NA,"RV NEW HORIZON","32NM","PR",23,222,NA,"90.0 60.0","3101","0501",35.4,89.3,"12/30/1899 12:08:00","12/30/1899 17:38:00","12/30/1899 12:07:00","12/30/1899 17:38:00",8,33,4,5,18,15,1016.1,16.7,15,2,6,8,5
30775,"2005-01-04-C-32NM",200501,20050109000700,9000700,"20-0501NM-MX-009-1109-09000700","090.0 070.0",1,"ST",-168.671,"01/09/2005",2005,1,38361,9,"12/30/1899 11:09:00",32.09,32,5.4,"N",-120.636667,-120,38.2,"W",90,90,90,70,70,69.9,3826,NA,NA,"RV NEW HORIZON","32NM","MX",22,212,NA,"90.0 70.0","3101","0501",29.5,NA,"","","","",NA,NA,NA,NA,21,15,1014.9,16.1,15.9,NA,NA,NA,NA
30776,"2005-01-04-C-32NM",200501,20050109000800,9000800,"20-0501NM-MX-009-0513-09000800","090.0 080.0",1,"ST",-208.945,"01/09/2005",2005,1,38361,9,"12/30/1899 05:13:00",31.75,31,45,"N",-121.318333,-121,19.1,"W",90,90,90,80,80,80,3685,NA,NA,"RV NEW HORIZON","32NM","MX",21,202,NA,"90.0 80.0","3101","0501",29.2,NA,"","","","",NA,NA,NA,NA,19,19,1014.2,16.1,15.5,NA,NA,NA,NA
30777,"2005-01-04-C-32NM",200501,20050109000900,9000900,"20-0501NM-MX-008-2259-09000900","090.0 090.0",1,"ST",-248.414,"01/08/2005",2005,1,38360,8,"12/30/1899 22:59:00",31.418333,31,25.1,"N",-121.985,-121,59.1,"W",90,90,90,90,90,89.9,3929,16,NA,"RV NEW HORIZON","32NM","MX",20,192,NA,"90.0 90.0","3101","0501",30.5,NA,"","","","",NA,18,5,7,18,15,1012.1,16.3,15.3,2,6,8,7
30778,"2005-01-04-C-32NM",200501,20050109001000,9001000,"20-0501NM-PR-008-1743-09001000","090.0 100.0",1,"ST",-288.408,"01/08/2005",2005,1,38360,8,"12/30/1899 17:43:00",31.085,31,5.1,"N",-122.66,-122,39.6,"W",90,90,90,100,100,100,4018,20,NA,"RV NEW HORIZON","32NM","PR",19,182,NA,"90.0 100.0","3101","0501",27.3,90.1,"12/30/1899 12:15:00","12/30/1899 17:50:00","12/30/1899 12:18:00","12/30/1899 17:49:00",8,34,5,6,18,14,1013.1,16.9,16.1,2,6,8,6
30779,"2005-01-04-C-32NM",200501,20050109001100,9001100,"20-0501NM-MX-008-0846-09001100","090.0 110.0",1,"ST",-327.91,"01/08/2005",2005,1,38360,8,"12/30/1899 08:46:00",30.756667,30,45.4,"N",-123.325,-123,19.5,"W",90,90,90,110,110,109.9,4018,NA,NA,"RV NEW HORIZON","32NM","MX",18,172,NA,"90.0 110.0","3101","0501",18,NA,"","","","",NA,NA,NA,NA,21,14,1011.9,16.5,14.9,NA,NA,NA,NA
30780,"2005-01-04-C-32NM",200501,20050109001200,9001200,"20-0501NM-MX-008-0222-09001200","090.0 120.0",1,"ST",-368.253,"01/08/2005",2005,1,38360,8,"12/30/1899 02:22:00",30.416667,30,25,"N",-123.998333,-123,59.9,"W",90,90,90,120,120,120,4238,NA,NA,"RV NEW HORIZON","32NM","MX",17,162,NA,"90.0 120.0","3101","0501",23,NA,"","","","",NA,NA,NA,NA,26,15,1009.7,16.8,13.8,NA,NA,NA,NA
30781,"2005-01-04-C-32NM",200501,20050109170264,9170264,"20-0501NM-MX-020-1113-09170264","091.7 026.4",1,"SCO",-1.599,"01/20/2005",2005,1,38372,20,"12/30/1899 11:13:00",33.248333,33,14.9,"N",-117.468333,-117,28.1,"W",91.7,91.7,91.7,26.4,26.4,26.4,22,NA,NA,"RV NEW HORIZON","32NM","MX",75,742,NA,"91.7 26.4","3101","0501",23,NA,"","","","",NA,NA,NA,NA,10,4,1016.2,14.3,12.8,NA,NA,NA,NA
30782,"2005-01-04-C-32NM",200501,20050109330267,9330267,"20-0501NM-PR-004-1940-09330267","093.3 026.7",1,"ST",-1.862,"01/04/2005",2005,1,38356,4,"12/30/1899 19:40:00",32.96,32,57.6,"N",-117.305,-117,18.3,"W",93.3,93.3,93.3,26.7,26.7,26.7,64,9,NA,"RV NEW HORIZON","32NM","PR",1,2,NA,"93.3 26.7","3101","0501",30.2,114,"12/30/1899 12:34:00","12/30/1899 17:25:00","12/30/1899 11:54:00","12/30/1899 17:36:00",8,25,1,5,25,12,1009.2,12,10.1,1,9,7,6
30783,"2005-01-04-C-32NM",200501,20050109330280,9330280,"20-0501NM-MX-004-2317-09330280","093.3 028.0",1,"ST",-7.195,"01/04/2005",2005,1,38356,4,"12/30/1899 23:17:00",32.906667,32,54.4,"N",-117.391667,-117,23.5,"W",93.3,93.3,93.3,28,28,28,556,19,NA,"RV NEW HORIZON","32NM","MX",3,22,NA,"93.3 28.0","3101","0501",41.1,NA,"","","","",NA,21,2,5,30,7,1011.7,12.1,10,1,8,6,7
30784,"2005-01-04-C-32NM",200501,20050109330300,9330300,"20-0501NM-MX-005-0256-09330300","093.3 030.0",1,"ST",-15.08,"01/05/2005",2005,1,38357,5,"12/30/1899 02:56:00",32.845,32,50.7,"N",-117.53,-117,31.8,"W",93.3,93.3,93.3,30,30,30,845,NA,NA,"RV NEW HORIZON","32NM","MX",4,32,NA,"93.3 30.0","3101","0501",34.5,NA,"","","","",NA,NA,NA,NA,26,8,1014.9,13.3,9.8,NA,NA,NA,NA
30785,"2005-01-04-C-32NM",200501,20050109330350,9330350,"20-0501NM-MX-005-0712-09330350","093.3 035.0",1,"ST",-35.056,"01/05/2005",2005,1,38357,5,"12/30/1899 07:12:00",32.686667,32,41.2,"N",-117.878333,-117,52.7,"W",93.3,93.3,93.3,35,35,35,626,NA,NA,"RV NEW HORIZON","32NM","MX",5,42,NA,"93.3 35.0","3101","0501",40.9,NA,"","","","",NA,NA,NA,NA,29,13,1017.9,13.9,10.1,NA,NA,NA,NA
30786,"2005-01-04-C-32NM",200501,20050109330400,9330400,"20-0501NM-MX-005-1201-09330400","093.3 040.0",1,"ST",-54.822,"01/05/2005",2005,1,38357,5,"12/30/1899 12:01:00",32.511667,32,30.7,"N",-118.21,-118,12.6,"W",93.3,93.3,93.3,40,40,40,1678,NA,NA,"RV NEW HORIZON","32NM","MX",6,52,NA,"93.3 40.0","3101","0501",38.2,NA,"","","","",NA,NA,NA,NA,32,8,1019.7,14,11.1,NA,NA,NA,NA
30787,"2005-01-04-C-32NM",200501,20050109330450,9330450,"20-0501NM-PR-005-1728-09330450","093.3 045.0",1,"ST",-75.238,"01/05/2005",2005,1,38357,5,"12/30/1899 17:28:00",32.355,32,21.3,"N",-118.568333,-118,34.1,"W",93.3,93.3,93.2,45,45,45.1,1360,21,NA,"RV NEW HORIZON","32NM","PR",7,62,NA,"93.3 45.0","3101","0501",39.8,343.6,"12/30/1899 11:55:00","12/30/1899 17:23:00","12/30/1899 11:59:00","12/30/1899 17:33:00",8,32,2,7,31,2,1023.6,17,12,1,2,3,7
30788,"2005-01-04-C-32NM",200501,20050109330500,9330500,"20-0501NM-MX-005-2039-09330500","093.3 050.0",1,"ST",-94.747,"01/05/2005",2005,1,38357,5,"12/30/1899 20:39:00",32.178333,32,10.7,"N",-118.891667,-118,53.5,"W",93.3,93.3,93.3,50,50,50,1461,23,NA,"RV NEW HORIZON","32NM","MX",8,72,NA,"93.3 50.0","3101","0501",46,NA,"","","","",NA,30,3,7,30,2,1022.3,14,11.1,1,6,3,8
30789,"2005-01-04-C-32NM",200501,20050109330550,9330550,"20-0501NM-MX-006-0049-09330550","093.3 055.0",1,"ST",-114.664,"01/06/2005",2005,1,38358,6,"12/30/1899 00:49:00",32.013333,32,0.8,"N",-119.231667,-119,13.9,"W",93.3,93.3,93.3,55,55,55,1587,NA,NA,"RV NEW HORIZON","32NM","MX",9,82,NA,"93.3 55.0","3101","0501",46.8,NA,"","","","",NA,22,3,6,3,1,1021.9,14.1,10.3,1,1,7,7
30790,"2005-01-04-C-32NM",200501,20050109330600,9330600,"20-0501NM-MX-006-0443-09330600","093.3 060.0",1,"ST",-134.462,"01/06/2005",2005,1,38358,6,"12/30/1899 04:43:00",31.848333,31,50.9,"N",-119.568333,-119,34.1,"W",93.3,93.3,93.3,60,60,59.9,1965,NA,NA,"RV NEW HORIZON","32NM","MX",10,92,NA,"93.3 60.0","3101","0501",28.7,NA,"","","","",NA,NA,NA,NA,32,2,1022.7,13.2,10.6,NA,NA,NA,NA
30791,"2005-01-04-C-32NM",200501,20050109330700,9330700,"20-0501NM-MX-006-1043-09330700","093.3 070.0",1,"ST",-174.467,"01/06/2005",2005,1,38358,6,"12/30/1899 10:43:00",31.51,31,30.6,"N",-120.243333,-120,14.6,"W",93.3,93.3,93.3,70,70,70,3928,NA,NA,"RV NEW HORIZON","32NM","MX",11,102,NA,"93.3 70.0","3101","0501",33.9,NA,"","","","",NA,NA,NA,NA,35,5,1020.6,13.5,10.9,NA,NA,NA,NA
30792,"2005-01-04-C-32NM",200501,20050109330800,9330800,"20-0501NM-PR-006-1755-09330800","093.3 080.0",1,"ST",-215.087,"01/06/2005",2005,1,38358,6,"12/30/1899 17:55:00",31.176667,31,10.6,"N",-120.933333,-120,56,"W",93.3,93.3,93.3,80,80,80.2,3878,33,NA,"RV NEW HORIZON","32NM","PR",12,112,NA,"93.3 80.0","3101","0501",31.3,302.5,"12/30/1899 12:05:00","12/30/1899 17:40:00","12/30/1899 12:10:00","12/30/1899 17:47:00",8,31,2,7,8,2,1020,14.9,12.5,1,3,2,7
30793,"2005-01-04-C-32NM",200501,20050109330900,9330900,"20-0501NM-MX-006-2324-09330900","093.3 090.0",1,"ST",-253.971,"01/06/2005",2005,1,38358,6,"12/30/1899 23:24:00",30.848333,30,50.9,"N",-121.585,-121,35.1,"W",93.3,93.3,93.3,90,90,89.9,4091,34,NA,"RV NEW HORIZON","32NM","MX",13,122,NA,"93.3 90.0","3101","0501",23.9,NA,"","","","",NA,21,2,9,18,7,1015.6,15,12.8,1,2,4,8
30794,"2005-01-04-C-32NM",200501,20050109331000,9331000,"20-0501NM-MX-007-0533-09331000","093.3 100.0",1,"ST",-293.87,"01/07/2005",2005,1,38359,7,"12/30/1899 05:33:00",30.516667,30,31,"N",-122.255,-122,15.3,"W",93.3,93.3,93.3,100,100,99.9,4224,NA,NA,"RV NEW HORIZON","32NM","MX",14,132,NA,"93.3 100.0","3101","0501",22,NA,"","","","",NA,NA,NA,NA,18,21,1013.1,15.9,13.8,NA,NA,NA,NA
30795,"2005-01-04-C-32NM",200501,20050109331100,9331100,"20-0501NM-MX-007-1237-09331100","093.3 110.0",1,"ST",-333.578,"01/07/2005",2005,1,38359,7,"12/30/1899 12:37:00",30.185,30,11.1,"N",-122.918333,-122,55.1,"W",93.3,93.3,93.3,110,110,109.9,3969,NA,NA,"RV NEW HORIZON","32NM","MX",15,142,NA,"93.3 110.0","3101","0501",26.9,NA,"","","","",NA,NA,NA,NA,21,27,1007,16.5,16,NA,NA,NA,NA
30796,"2005-01-04-C-32NM",200501,20050109331200,9331200,"20-0501NM-PR-007-1930-09331200","093.3 120.0",1,"ST",-373.904,"01/07/2005",2005,1,38359,7,"12/30/1899 19:30:00",29.841667,29,50.5,"N",-123.585,-123,35.1,"W",93.3,93.3,93.3,120,120,120,4084,37,NA,"RV NEW HORIZON","32NM","PR",16,152,NA,"93.3 120.0","3101","0501",26,123.6,"12/30/1899 12:30:00","12/30/1899 17:55:00","12/30/1899 12:20:00","12/30/1899 17:58:00",8,24,5,6,27,18,1010.3,16.9,15.5,1,8,1,7
30797,"2005-01-04-C-32NM",200501,20050109340264,9340264,"20-0501NM-MX-004-2140-09340264","093.4 026.4",1,"SCO",-1.129,"01/04/2005",2005,1,38356,4,"12/30/1899 21:40:00",32.951667,32,57.1,"N",-117.278333,-117,16.7,"W",93.4,93.4,93.4,26.4,26.4,26.4,19,NA,NA,"RV NEW HORIZON","32NM","MX",2,12,NA,"93.4 26.4","3101","0501",12.5,NA,"","","","",NA,26,1,6,30,7,1010.7,12.8,10.1,1,8,7,7
30798,"2005-04-15-C-32NM",200504,20050407670490,7670490,"20-0504NM-MX-120-1458-07670490","076.7 049.0",2,"ST",-7.15,"04/30/2005",2005,4,38472,120,"12/30/1899 14:58:00",35.085,35,5.1,"N",-120.776667,-120,46.6,"W",76.7,76.7,76.7,49,49,49,66,6,NA,"RV NEW HORIZON","32NM","MX",74,732,NA,"76.7 49.0","3101","0504",224.3,NA,"","","","",NA,25,3,6,5,2,1019.1,12.6,11.4,1,2,2,7
30799,"2005-04-15-C-32NM",200504,20050407670510,7670510,"20-0504NM-MX-120-1154-07670510","076.7 051.0",2,"ST",-14.901,"04/30/2005",2005,4,38472,120,"12/30/1899 11:54:00",35.025,35,1.5,"N",-120.916667,-120,55,"W",76.7,76.7,76.7,51,51,51,234,NA,NA,"RV NEW HORIZON","32NM","MX",73,722,NA,"76.7 51.0","3101","0504",127.3,NA,"","","","",NA,NA,NA,NA,31,10,1018.6,14,12.9,NA,NA,NA,NA
30800,"2005-04-15-C-32NM",200504,20050407670550,7670550,"20-0504NM-MX-120-0821-07670550","076.7 055.0",2,"ST",-30.704,"04/30/2005",2005,4,38472,120,"12/30/1899 08:21:00",34.893333,34,53.6,"N",-121.195,-121,11.7,"W",76.7,76.7,76.7,55,55,54.9,570,NA,NA,"RV NEW HORIZON","32NM","MX",72,712,NA,"76.7 55.0","3101","0504",70.1,NA,"","","","",NA,NA,NA,NA,34,10,1019.7,14.1,13,NA,NA,NA,NA
30801,"2005-04-15-C-32NM",200504,20050407670600,7670600,"20-0504NM-MX-120-0420-07670600","076.7 060.0",2,"ST",-51.193,"04/30/2005",2005,4,38472,120,"12/30/1899 04:20:00",34.72,34,43.2,"N",-121.553333,-121,33.2,"W",76.7,76.7,76.7,60,60,60.1,958,NA,NA,"RV NEW HORIZON","32NM","MX",71,702,NA,"76.7 60.0","3101","0504",319.4,NA,"","","","",NA,NA,NA,NA,33,15,1020.5,14.6,13.2,NA,NA,NA,NA
30802,"2005-04-15-C-32NM",200504,20050407670700,7670700,"20-0504NM-MX-119-2223-07670700","076.7 070.0",2,"ST",-90.5,"04/29/2005",2005,4,38471,119,"12/30/1899 22:23:00",34.391667,34,23.5,"N",-122.241667,-122,14.5,"W",76.7,76.7,76.7,70,70,69.9,4015,24,NA,"RV NEW HORIZON","32NM","MX",70,692,NA,"76.7 70.0","3101","0504",41.1,NA,"","","","",NA,31,3,4,35,7,1021.7,16.5,13.8,1,3,3,8
30803,"2005-04-15-C-32NM",200504,20050407670800,7670800,"20-0504NM-PR-119-1734-07670800","076.7 080.0",2,"ST",-130.84,"04/29/2005",2005,4,38471,119,"12/30/1899 17:34:00",34.056667,34,3.4,"N",-122.946667,-122,56.8,"W",76.7,76.7,76.7,80,80,80,4233,20,NA,"RV NEW HORIZON","32NM","PR",69,682,NA,"76.7 80.0","3101","0504",39.2,248.3,"12/30/1899 12:09:00","12/30/1899 12:16:00","12/30/1899 12:09:00","12/30/1899 19:17:00",8,31,6,11,1,8,1022.3,15.1,14,1,6,3,8
30804,"2005-04-15-C-32NM",200504,20050407670900,7670900,"20-0504NM-MX-119-1050-07670900","076.7 090.0",2,"ST",-170.516,"04/29/2005",2005,4,38471,119,"12/30/1899 10:50:00",33.721667,33,43.3,"N",-123.633333,-123,38,"W",76.7,76.7,76.7,90,90,90,4314,NA,NA,"RV NEW HORIZON","32NM","MX",68,672,NA,"76.7 90.0","3101","0504",45.1,NA,"","","","",NA,NA,NA,NA,32,8,1020,14.9,12.3,NA,NA,NA,NA
30805,"2005-04-15-C-32NM",200504,20050407671000,7671000,"20-0504NM-MX-119-0448-07671000","076.7 100.0",2,"ST",-210.615,"04/29/2005",2005,4,38471,119,"12/30/1899 04:48:00",33.388333,33,23.3,"N",-124.328333,-124,19.7,"W",76.7,76.7,76.7,100,100,100.1,4542,NA,NA,"RV NEW HORIZON","32NM","MX",67,662,NA,"76.7 100.0","3101","0504",49.4,NA,"","","","",NA,NA,NA,NA,35,6,1019,14.9,12.7,NA,NA,NA,NA
30806,"2005-04-15-C-32NM",200504,20050408000505,8000505,"20-0504NM-MX-117-1009-08000505","080.0 050.5",2,"SCO",-1.278,"04/27/2005",2005,4,38469,117,"12/30/1899 10:09:00",34.458333,34,27.5,"N",-120.493333,-120,29.6,"W",80,80,80,50.5,50.5,50.6,30,NA,NA,"RV NEW HORIZON","32NM","MX",59,582,NA,"80.0 50.5","3101","0504",50,NA,"","","","",NA,NA,NA,NA,8,3,1013.3,12.3,11,NA,NA,NA,NA
30807,"2005-04-15-C-32NM",200504,20050408000510,8000510,"20-0504NM-MX-117-1057-08000510","080.0 051.0",2,"ST",-2.814,"04/27/2005",2005,4,38469,117,"12/30/1899 10:57:00",34.45,34,27,"N",-120.525,-120,31.5,"W",80,80,80,51,51,51,72,NA,NA,"RV NEW HORIZON","32NM","MX",60,592,NA,"80.0 51.0","3101","0504",116.1,NA,"","","","",NA,NA,NA,NA,17,4,1013.7,12.2,11,NA,NA,NA,NA
30808,"2005-04-15-C-32NM",200504,20050408000550,8000550,"20-0504NM-MX-117-1402-08000550","080.0 055.0",2,"ST",-18.413,"04/27/2005",2005,4,38469,117,"12/30/1899 14:02:00",34.318333,34,19.1,"N",-120.796667,-120,47.8,"W",80,80,80,55,55,54.9,741,8,NA,"RV NEW HORIZON","32NM","MX",61,602,NA,"80.0 55.0","3101","0504",133.4,NA,"","","","",NA,29,1,6,12,9,1014.1,13.1,12.7,1,1,5,8
30809,"2005-04-15-C-32NM",200504,20050408000600,8000600,"20-0504NM-PR-117-1841-08000600","080.0 060.0",2,"ST",-38.743,"04/27/2005",2005,4,38469,117,"12/30/1899 18:41:00",34.146667,34,8.8,"N",-121.15,-121,9,"W",80,80,80,60,60,60,2180,11,NA,"RV NEW HORIZON","32NM","PR",62,612,NA,"80.0 60.0","3101","0504",119,455.9,"12/30/1899 12:05:00","12/30/1899 19:15:00","12/30/1899 12:02:00","12/30/1899 19:16:00",8,19,3,8,20,18,1015.1,14,13,6,6,8,5
30810,"2005-04-15-C-32NM",200504,20050408000700,8000700,"20-0504NM-MX-118-0117-08000700","080.0 070.0",2,"ST",-78.505,"04/28/2005",2005,4,38470,118,"12/30/1899 01:17:00",33.81,33,48.6,"N",-121.838333,-121,50.3,"W",80,80,80,70,70,70,3621,13,NA,"RV NEW HORIZON","32NM","MX",63,622,NA,"80.0 70.0","3101","0504",106.4,NA,"","","","",NA,10,2,7,16,11,1012.5,15.7,14.1,1,4,6,7
30811,"2005-04-15-C-32NM",200504,20050408000800,8000800,"20-0504NM-MX-118-0756-08000800","080.0 080.0",2,"ST",-118.505,"04/28/2005",2005,4,38470,118,"12/30/1899 07:56:00",33.483333,33,29,"N",-122.536667,-122,32.2,"W",80,80,80,80,80,80,3995,NA,NA,"RV NEW HORIZON","32NM","MX",64,632,NA,"80.0 80.0","3101","0504",41.8,NA,"","","","",NA,NA,NA,NA,26,16,1011.4,15.2,13.4,NA,NA,NA,NA
30812,"2005-04-15-C-32NM",200504,20050408000900,8000900,"20-0504NM-PR-118-1653-08000900","080.0 090.0",2,"ST",-158.571,"04/28/2005",2005,4,38470,118,"12/30/1899 16:53:00",33.146667,33,8.8,"N",-123.226667,-123,13.6,"W",80,80,80,90,90,90.1,4227,24,NA,"RV NEW HORIZON","32NM","PR",65,642,NA,"80.0 90.0","3101","0504",31.9,229.9,"12/30/1899 12:15:00","12/30/1899 19:25:00","12/30/1899 12:10:00","12/30/1899 19:24:00",8,27,4,8,27,20,1014.4,16,14,1,6,5,8
30813,"2005-04-15-C-32NM",200504,20050408001000,8001000,"20-0504NM-MX-118-2158-08001000","080.0 100.0",2,"ST",-197.919,"04/28/2005",2005,4,38470,118,"12/30/1899 21:58:00",32.818333,32,49.1,"N",-123.903333,-123,54.2,"W",80,80,80,100,100,100,4396,22,NA,"RV NEW HORIZON","32NM","MX",66,652,NA,"80.0 100.0","3101","0504",28.6,NA,"","","","",NA,27,6,7,27,17,1016.5,17.1,14.9,1,0,2,8
30814,"2005-04-15-C-32NM",200504,20050408170435,8170435,"20-0504NM-MX-117-0315-08170435","081.7 043.5",2,"SCO",-1.589,"04/27/2005",2005,4,38469,117,"12/30/1899 03:15:00",34.396667,34,23.8,"N",-119.783333,-119,47,"W",81.7,81.7,81.8,43.5,43.5,43.4,31,NA,NA,"RV NEW HORIZON","32NM","MX",57,562,NA,"81.7 43.5","3101","0504",106.9,NA,"","","","",NA,NA,NA,NA,2,1,1012.5,15.3,13.7,NA,NA,NA,NA
30815,"2005-04-15-C-32NM",200504,20050408180469,8180469,"20-0504NM-MX-117-0538-08180469","081.8 046.9",2,"ST",-14.435,"04/27/2005",2005,4,38469,117,"12/30/1899 05:38:00",34.273333,34,16.4,"N",-120.036667,-120,2.2,"W",81.8,81.8,81.8,46.9,46.9,47,579,NA,NA,"RV NEW HORIZON","32NM","MX",58,572,NA,"81.8 46.9","3101","0504",402.8,NA,"","","","",NA,NA,NA,NA,28,19,1013.4,13.7,12.5,NA,NA,NA,NA
30816,"2005-04-15-C-32NM",200504,20050408330394,8330394,"20-0504NM-MX-117-0019-08330394","083.3 039.4",2,"SCO",-1.432,"04/27/2005",2005,4,38469,117,"12/30/1899 00:19:00",34.255,34,15.3,"N",-119.326667,-119,19.6,"W",83.3,83.3,83.3,39.4,39.4,39.5,19,NA,NA,"RV NEW HORIZON","32NM","MX",56,552,NA,"83.3 39.4","3101","0504",61.7,NA,"","","","",NA,27,1,4,29,14,1012.8,14.9,13.8,1,4,7,6
30817,"2005-04-15-C-32NM",200504,20050408330406,8330406,"20-0504NM-MX-116-2223-08330406","083.3 040.6",2,"ST",-5.581,"04/26/2005",2005,4,38468,116,"12/30/1899 22:23:00",34.228333,34,13.7,"N",-119.406667,-119,24.4,"W",83.3,83.3,83.3,40.6,40.6,40.5,29,6,NA,"RV NEW HORIZON","32NM","MX",55,542,NA,"83.3 40.6","3101","0504",74,NA,"","","","",NA,28,1,6,28,11,1014.1,16.4,14.4,1,4,7,6
30818,"2005-04-15-C-32NM",200504,20050408330420,8330420,"20-0504NM-PR-116-1945-08330420","083.3 042.0",2,"ST",-11.328,"04/26/2005",2005,4,38468,116,"12/30/1899 19:45:00",34.18,34,10.8,"N",-119.506667,-119,30.4,"W",83.3,83.3,83.3,42,42,42,120,9,NA,"RV NEW HORIZON","32NM","PR",54,532,NA,"83.3 42.0","3101","0504",113.5,899.2,"12/30/1899 12:22:00","12/30/1899 19:15:00","12/30/1899 11:56:00","12/30/1899 19:06:00",8,21,1,6,23,6,1015.3,14.9,14,1,4,7,7
