latitude,longitude,species_name,common_name,group_size,date_time
37.770098,-123.207642,GRWH,Gray Whale,12,2001-05-22 23:52:36
37.514,-123.325969,HUWH,Humpback Whale,1,2001-05-22 16:12:36
37.515881,-123.292115,HUWH,Humpback Whale,1,2001-05-22 16:02:18
37.371156,-122.709252,HUWH,Humpback Whale,1,2001-05-21 23:00:30
37.371219,-122.777104,HUWH,Humpback Whale,1,2001-05-21 22:40:36
37.374593,-122.946112,HUWH,Humpback Whale,1,2001-05-21 21:34:18
37.374593,-122.946112,HUWH,Humpback Whale,1,2001-05-21 21:34:18
37.374995,-122.98008,HUWH,Humpback Whale,2,2001-05-21 21:24:00
38.208085,-123.84126100000002,HUWH,Humpback Whale,1,2001-05-26 16:12:00
37.081028,-122.726383,HUWH,Humpback Whale,1,2001-05-20 22:41:54
36.964018,-122.903982,GRWH,Gray Whale,20,2001-05-20 20:23:12
37.770339,-123.236359,HUWH,Humpback Whale,3,2001-05-22 23:41:24
37.770339,-123.236359,GRWH,Gray Whale,6,2001-05-22 23:41:24
37.770626,-123.27051000000002,HUWH,Humpback Whale,2,2001-05-22 23:30:12
37.771635,-123.338799,HUWH,Humpback Whale,2,2001-05-22 23:08:06
37.772545,-123.372933,HUWH,Humpback Whale,2,2001-05-22 22:57:12
37.08418,-122.593567,HUWH,Humpback Whale,2,2001-05-20 23:24:06
38.08028,-123.995599,HUWH,Humpback Whale,1,2001-05-16 17:32:24
37.534496,-123.607657,SPWH,Sperm Whale,4,2001-05-15 19:03:00
37.516628,-123.499073,SPWH,Sperm Whale,21,2001-05-15 17:48:30
37.25369600000001,-123.169778,HUWH,Humpback Whale,1,2001-05-14 20:17:18
37.195685,-123.098808,HUWH,Humpback Whale,3,2001-05-14 19:47:06
37.181493,-122.73593,HUWH,Humpback Whale,1,2001-05-14 16:53:12
37.181,-122.698,HUWH,Humpback Whale,1,2001-05-14 16:41:00
37.181051,-122.65734,HUWH,Humpback Whale,4,2001-05-14 16:15:54
37.182292,-122.623515,HUWH,Humpback Whale,1,2001-05-14 16:05:42
37.182292,-122.623515,HUWH,Humpback Whale,5,2001-05-14 16:05:42
37.111295,-122.53452,HUWH,Humpback Whale,2,2001-05-14 14:37:54
37.09037100000001,-122.555909,HUWH,Humpback Whale,1,2001-05-14 14:27:54
36.983175,-122.658604,HUWH,Humpback Whale,1,2001-05-14 13:37:24
37.083574,-122.601603,HUWH,Humpback Whale,1,2001-05-13 23:44:48
37.082103,-122.669259,HUWH,Humpback Whale,3,2001-05-13 23:24:42
37.078228,-122.78865,HUWH,Humpback Whale,3,2001-05-13 22:19:36
36.561528,-122.416588,HUWH,Humpback Whale,1,2001-05-13 00:59:42
36.732193,-121.938984,HUWH,Humpback Whale,2,2001-04-25 11:41:18
34.845087,-121.338627,MIWH,Minke Whale,1,2000-10-29 12:36:42
33.617426,-118.129786,MIWH,Minke Whale,1,2000-10-19 12:47:30
33.208236,-118.491593,HUWH,Humpback Whale,1,2000-10-18 17:00:12
31.665267,-121.483022,FIWH,Fin Whale,1,2000-07-03 13:12:48
38.171293,-123.348801,HUWH,Humpback Whale,1,2000-06-08 13:50:36
37.883979,-123.135879,HUWH,Humpback Whale,12,2000-06-08 07:17:48
34.875505,-120.8,HUWH,Humpback Whale,1,2000-07-13 11:10:06
34.902502,-120.8,HUWH,Humpback Whale,3,2000-07-13 11:00:24
35.038117,-120.93474,HUWH,Humpback Whale,1,2000-07-13 07:39:42
35.00278,-120.94945,HUWH,Humpback Whale,1,2000-07-13 05:42:48
34.991051,-120.979128,HUWH,Humpback Whale,2,2000-07-13 05:32:30
34.093323,-122.781623,FIWH,Fin Whale,2,2000-07-12 11:22:42
32.806617,-122.33176,BLWH,Blue Whale,1,2000-07-08 14:37:42
31.930143,-122.525303,FIWH,Fin Whale,1,2000-07-07 07:28:00
34.585738,-120.776927,HUWH,Humpback Whale,2,2000-07-13 12:48:54
37.928937,-123.042145,HUWH,Humpback Whale,2,2000-06-07 13:59:06
37.879527,-123.086908,HUWH,Humpback Whale,1,2000-06-07 13:14:30
37.879527,-123.086908,HUWH,Humpback Whale,2,2000-06-07 13:14:30
37.912253,-123.217322,HUWH,Humpback Whale,1,2000-06-07 12:30:30
37.932853,-123.315915,HUWH,Humpback Whale,2,2000-06-07 11:59:54
35.038634,-120.901015,HUWH,Humpback Whale,1,1999-08-23 10:28:48
33.13981500000001,-123.312681,SPWH,Sperm Whale,1,1999-08-21 07:10:18
33.411818,-119.482675,BLWH,Blue Whale,1,1999-08-14 17:57:06
33.578118,-119.138983,BLWH,Blue Whale,1,1999-08-14 13:53:54
32.607431,-119.539375,FIWH,Fin Whale,3,1999-08-12 16:55:18
32.475098,-119.854584,FIWH,Fin Whale,1,1999-08-12 15:08:54
31.060739,-122.660601,FIWH,Fin Whale,2,1999-08-11 07:26:06
31.058743,-121.19628,BLWH,Blue Whale,2,1999-08-09 13:12:00
31.125961,-121.071061,BLWH,Blue Whale,1,1999-08-09 12:16:24
31.993146000000007,-119.263708,BLWH,Blue Whale,4,1999-08-08 18:05:24
32.494374,-121.360777,MIWH,Minke Whale,1,1999-10-11 16:33:06
34.370321999999994,-120.659112,GRWH,Gray Whale,1,1999-04-12 17:14:06
34.248394,-119.811662,KIWH,Killer Whale,1,1999-04-12 09:01:06
32.877177,-122.161559,FIWH,Fin Whale,1,1999-08-17 16:30:36
32.798623,-122.326969,FIWH,Fin Whale,1,1999-08-17 15:32:00
32.669767,-122.64498600000002,FIWH,Fin Whale,1,1999-08-17 13:53:18
31.4084,-123.588155,FIWH,Fin Whale,1,1999-08-16 15:11:18
31.460182,-123.515165,BLWH,Blue Whale,3,1999-08-16 14:43:12
33.396546,-119.509345,BLWH,Blue Whale,1,1999-08-14 18:08:12
34.412107,-120.575037,GRWH,Gray Whale,2,1999-04-12 16:44:54
34.426036,-120.547012,GRWH,Gray Whale,4,1999-04-12 16:35:12
33.431816999999995,-119.45051200000002,GRWH,Gray Whale,1,1998-09-20 08:47:06
33.222183,-118.403229,BLWH,Blue Whale,1,1998-06-22 20:15:12
34.172238,-119.501528,HUWH,Humpback Whale,1,1998-05-21 07:35:00
31.299204,-122.18456,MIWH,Minke Whale,2,1998-09-17 09:22:12
32.159526,-118.938966,KIWH,Killer Whale,2,1998-09-14 13:35:00
34.12778,-121.206884,BLWH,Blue Whale,1,1998-07-21 12:44:30
33.377765999999994,-119.549977,FIWH,Fin Whale,1,1998-07-16 13:09:00
33.377765999999994,-119.549977,BLWH,Blue Whale,2,1998-07-16 13:09:00
33.40987,-119.497987,BLWH,Blue Whale,1,1998-07-16 12:48:36
33.043654,-118.664208,FIWH,Fin Whale,1,1998-05-17 06:48:18
33.162831,-117.702688,FIWH,Fin Whale,1,1998-05-16 12:43:00
33.13955,-117.686487,FIWH,Fin Whale,1,1998-05-16 12:30:42
33.828602000000004,-119.197301,BLWH,Blue Whale,1,1998-06-22 12:00:42
33.377265,-121.147295,FIWH,Fin Whale,2,1998-06-21 10:09:54
32.67415,-119.4017,BLWH,Blue Whale,1,1998-06-18 12:47:42
32.99535,-118.798748,FIWH,Fin Whale,2,1998-06-18 06:49:18
33.067798,-118.662984,BLWH,Blue Whale,1,1998-06-18 05:56:54
32.976874,-120.380335,GRWH,Gray Whale,4,1998-04-10 11:21:36
33.261091,-118.162346,GRWH,Gray Whale,2,1998-04-08 19:09:18
33.17479,-118.337757,HUWH,Humpback Whale,1,1998-04-08 16:23:54
33.11005,-117.912996,GRWH,Gray Whale,3,1998-03-16 14:11:24
33.201643,-118.031434,HUWH,Humpback Whale,1,1998-03-16 13:20:06
32.217809,-120.330169,SPWH,Sperm Whale,4,1998-04-07 16:43:00
33.309073,-119.663853,GRWH,Gray Whale,2,1998-01-30 15:35:30
33.32177,-119.640187,GRWH,Gray Whale,2,1998-01-30 09:46:18
33.428589,-119.458531,GRWH,Gray Whale,1,1998-01-30 08:34:42
33.188641,-117.722133,GRWH,Gray Whale,1,1997-12-13 13:05:42
31.374947,-123.788482,SPWH,Sperm Whale,3,1997-09-29 10:38:30
33.992384,-121.455675,BLWH,Blue Whale,4,1997-07-13 18:12:42
32.352681,-121.656737,MIWH,Minke Whale,1,1997-07-09 09:52:00
33.275786,-119.751466,BLWH,Blue Whale,1,1997-07-08 17:20:24
33.627534999999995,-118.997819,SEWH,Sei Whale,1,1997-07-08 08:32:48
37.792039,-122.973901,HUWH,Humpback Whale,3,1997-06-16 17:31:12
37.76609600000001,-123.174731,HUWH,Humpback Whale,4,1997-06-16 08:31:06
38.144102,-124.083008,HUWH,Humpback Whale,1,1997-06-14 12:52:06
38.126708,-124.05676,HUWH,Humpback Whale,2,1997-06-14 12:39:12
31.969635,-119.304055,BLWH,Blue Whale,2,1997-07-02 16:44:54
32.17231,-118.870381,BLWH,Blue Whale,1,1997-07-02 08:05:42
32.911192,-117.348024,BLWH,Blue Whale,1,1997-07-01 12:07:06
37.189159,-122.843273,HUWH,Humpback Whale,1,1997-06-11 10:01:24
37.172308,-122.7036,HUWH,Humpback Whale,1,1997-06-11 08:49:48
37.178721,-122.568678,HUWH,Humpback Whale,2,1997-06-11 07:51:36
37.17736,-122.500935,HUWH,Humpback Whale,2,1997-06-11 07:30:00
37.124785,-122.49973,HUWH,Humpback Whale,2,1997-06-11 06:48:42
38.155767,-123.220904,KIWH,Killer Whale,1,1997-06-15 11:00:06
36.985874,-122.18476499999998,HUWH,Humpback Whale,5,1997-06-10 19:22:30
36.880824,-122.803874,HUWH,Humpback Whale,4,1997-06-10 11:13:06
36.526126,-122.127763,HUWH,Humpback Whale,2,1997-06-09 18:08:48
36.532736,-122.160335,HUWH,Humpback Whale,2,1997-06-09 17:59:00
36.539566,-122.192841,HUWH,Humpback Whale,3,1997-06-09 17:48:36
36.539566,-122.192841,HUWH,Humpback Whale,3,1997-06-09 17:48:36
36.559,-122.287477,HUWH,Humpback Whale,1,1997-06-09 16:44:42
36.558,-122.319759,HUWH,Humpback Whale,2,1997-06-09 16:34:36
36.558,-122.319759,HUWH,Humpback Whale,3,1997-06-09 16:34:36
36.713707,-122.296553,HUWH,Humpback Whale,2,1997-06-09 09:18:18
36.705743,-122.20472,HUWH,Humpback Whale,1,1997-06-09 07:37:36
37.19135900000001,-122.608618,HUWH,Humpback Whale,1,1997-06-08 14:28:06
33.886322,-120.067376,GRWH,Gray Whale,1,1997-02-09 15:23:12
36.683914,-122.184907,HUWH,Humpback Whale,2,1997-06-09 07:26:36
33.618503999999994,-119.037662,GRWH,Gray Whale,2,1997-02-05 11:34:36
33.284581,-118.163629,GRWH,Gray Whale,1,1997-02-04 14:52:24
32.783366,-117.287894,GRWH,Gray Whale,2,1997-01-29 09:44:24
34.930104,-121.126296,HUWH,Humpback Whale,1,1996-08-22 05:43:30
31.699223,-124.011965,HUWH,Humpback Whale,1,1996-08-16 07:07:48
33.919628,-119.911815,MIWH,Minke Whale,1,1995-10-23 11:08:54
33.163623,-119.976129,FIWH,Fin Whale,1,1995-10-19 12:57:06
33.178004,-119.948813,FIWH,Fin Whale,2,1995-10-19 12:47:12
33.178004,-119.948813,BLWH,Blue Whale,1,1995-10-19 12:47:12
33.178004,-119.948813,MIWH,Minke Whale,1,1995-10-19 12:47:12
33.206765000000004,-119.894182,FIWH,Fin Whale,1,1995-10-19 12:27:36
33.221145,-119.866867,BLWH,Blue Whale,1,1995-10-19 12:17:48
33.221145,-119.866867,BLWH,Blue Whale,2,1995-10-19 12:17:48
33.249907,-119.812236,MIWH,Minke Whale,1,1995-10-19 11:58:06
33.825529,-123.450063,SPWH,Sperm Whale,1,1995-07-20 18:20:42
31.527427000000007,-123.330744,SPWH,Sperm Whale,2,1996-04-24 02:16:54
34.061505,-121.330206,BLWH,Blue Whale,2,1995-10-24 11:33:12
34.343356,-120.207295,HUWH,Humpback Whale,3,1995-07-18 12:42:12
33.385793,-121.18046499999998,MIWH,Minke Whale,1,1995-07-17 06:47:06
33.385793,-121.18046499999998,MIWH,Minke Whale,1,1995-07-17 06:47:06
32.84676,-120.628177,BLWH,Blue Whale,1,1995-07-14 13:13:24
32.124901,-119.01755,FIWH,Fin Whale,1,1995-07-07 14:05:48
32.124901,-119.01755,BLWH,Blue Whale,3,1995-07-07 14:05:48
32.152945,-118.963083,BLWH,Blue Whale,2,1995-07-07 13:43:06
34.257583000000004,-119.641963,HUWH,Humpback Whale,3,1995-04-17 11:36:48
34.242519,-119.479684,GRWH,Gray Whale,1,1995-04-17 10:52:54
32.99374,-120.337771,CBWH,Cuvier's Beaked Whale,3,1995-04-13 14:22:24
32.218945,-118.823542,BLWH,Blue Whale,2,1995-07-07 10:11:00
35.068366,-120.803296,GRWH,Gray Whale,1,1995-01-20 15:33:24
35.050546999999995,-120.828069,GRWH,Gray Whale,1,1995-01-20 15:22:30
35.050546999999995,-120.828069,GRWH,Gray Whale,1,1995-01-20 15:22:30
34.259545,-119.663095,HUWH,Humpback Whale,2,1995-04-17 11:45:36
34.390128999999995,-120.352933,GRWH,Gray Whale,2,1995-01-17 12:37:54
32.11196,-119.029931,SPWH,Sperm Whale,2,1995-01-06 12:58:42
34.159155,-121.136237,FIWH,Fin Whale,1,1994-10-11 09:03:36
32.97656,-122.02097,SPWH,Sperm Whale,5,1994-10-09 13:24:54
32.963547,-122.049199,SPWH,Sperm Whale,1,1994-10-09 13:15:48
32.950702,-122.180979,SPWH,Sperm Whale,3,1994-10-09 09:38:36
31.855940000000004,-119.549983,BLWH,Blue Whale,2,1994-10-01 17:30:36
31.870647,-119.523328,BLWH,Blue Whale,1,1994-10-01 17:21:00
32.168284,-118.93259,BLWH,Blue Whale,1,1994-10-01 11:21:18
32.213805,-118.831499,FIWH,Fin Whale,3,1994-10-01 07:02:42
34.321,-120.075,GRWH,Gray Whale,1,1994-02-02 12:05:00
33.801095000000004,-120.294036,KIWH,Killer Whale,1,1994-02-01 17:08:42
30.863065,-121.578468,HUWH,Humpback Whale,1,1994-01-23 07:06:24
32.527575,-118.228357,FIWH,Fin Whale,2,1994-01-21 07:19:42
33.460602,-119.419204,GRWH,Gray Whale,1,1994-01-28 14:41:48
33.670672,-122.189858,BLWH,Blue Whale,1,1993-08-23 12:43:48
33.715151,-122.108532,BLWH,Blue Whale,2,1993-08-23 12:15:42
32.44389,-123.091171,CBWH,Cuvier's Beaked Whale,3,1993-10-20 12:44:36
33.220646,-119.880458,BLWH,Blue Whale,5,1993-08-18 12:09:18
33.248474,-119.825136,BLWH,Blue Whale,3,1993-08-18 11:50:36
33.262388,-119.797475,BLWH,Blue Whale,2,1993-08-18 11:41:18
34.234365999999994,-119.810598,MIWH,Minke Whale,1,1993-08-22 12:29:42
33.615427000000004,-120.729109,BLWH,Blue Whale,3,1993-08-21 18:23:48
33.572925,-120.767549,BLWH,Blue Whale,3,1993-08-21 15:32:12
33.561561,-120.793409,BLWH,Blue Whale,3,1993-08-21 15:23:06
34.932918,-121.100641,HUWH,Humpback Whale,1,1993-04-14 11:57:48
34.595606,-121.81503,KIWH,Killer Whale,3,1993-01-25 16:28:54
34.582721,-121.843816,CBWH,Cuvier's Beaked Whale,2,1993-01-25 16:15:18
34.029465,-119.49411200000002,GRWH,Gray Whale,1,1993-01-22 14:53:24
33.978894,-119.511009,GRWH,Gray Whale,1,1993-01-22 14:31:00
33.882882,-120.111773,GRWH,Gray Whale,2,1993-01-22 11:18:30
33.869613,-120.155656,GRWH,Gray Whale,2,1993-01-22 08:50:00
32.216771,-118.825726,CBWH,Cuvier's Beaked Whale,2,1993-03-31 13:20:24
33.595878000000006,-118.050049,GRWH,Gray Whale,1,1993-01-18 07:21:48
32.441953000000005,-119.893521,KIWH,Killer Whale,2,1993-01-17 07:21:18
34.266003000000005,-119.870829,HUWH,Humpback Whale,2,1992-10-06 09:25:24
33.711929999999995,-118.378165,GRWH,Gray Whale,2,1993-01-18 09:03:24
33.681952,-118.287741,GRWH,Gray Whale,2,1993-01-18 08:35:36
34.989597,-120.973476,HUWH,Humpback Whale,2,1992-07-15 14:03:42
34.812752,-121.379623,BLWH,Blue Whale,2,1992-07-15 09:01:24
34.763674,-121.496778,HUWH,Humpback Whale,3,1992-07-15 08:23:24
33.969786,-123.122565,BLWH,Blue Whale,1,1992-07-14 16:56:42
33.708417,-123.664678,BLWH,Blue Whale,5,1992-07-14 10:23:48
33.669428,-123.749868,CBWH,Cuvier's Beaked Whale,2,1992-07-14 09:56:00
30.720812,-123.400268,PSWH,Pygmy Sperm Whale,1,1992-09-29 13:51:54
34.318781,-120.081123,HUWH,Humpback Whale,2,1992-07-12 15:42:12
34.254074,-119.906903,HUWH,Humpback Whale,2,1992-07-12 12:44:36
34.254074,-119.906903,FIWH,Fin Whale,2,1992-07-12 12:44:36
34.236837,-119.81118899999998,HUWH,Humpback Whale,2,1992-07-12 12:17:24
33.503726,-120.907959,BLWH,Blue Whale,1,1992-07-11 14:01:30
32.84115,-119.080102,CBWH,Cuvier's Beaked Whale,2,1992-07-07 06:27:18
33.462528000000006,-119.390815,FIWH,Fin Whale,1,1992-07-08 15:42:48
33.984993,-120.659215,HUWH,Humpback Whale,1,1992-04-27 15:50:30
32.248927,-118.747836,SEWH,Sei Whale,1,1992-04-14 08:32:48
33.950386,-121.562873,FKWH,False Killer Whale,2,1992-02-09 14:26:00
33.882687,-120.13176,GRWH,Gray Whale,1,1992-02-08 11:22:00
33.849384,-120.197804,GRWH,Gray Whale,4,1992-02-08 08:52:06
33.836402,-120.226295,GRWH,Gray Whale,2,1992-02-08 08:43:12
33.05365,-123.48881000000002,CBWH,Cuvier's Beaked Whale,3,1991-10-10 07:56:12
31.881369,-122.654167,KIWH,Killer Whale,6,1991-10-06 09:10:24
32.784354,-120.781516,BLWH,Blue Whale,2,1991-10-05 16:51:36
32.865147,-120.614368,BLWH,Blue Whale,1,1991-10-05 15:52:12
33.070326,-120.218634,BLWH,Blue Whale,1,1991-10-05 09:09:54
32.860199,-119.047446,HUWH,Humpback Whale,1,1992-02-03 09:41:24
32.632052,-119.53092,BLWH,Blue Whale,2,1991-10-03 09:05:24
32.619625,-119.559349,BLWH,Blue Whale,2,1991-10-03 08:55:54
32.569915,-119.673065,BLWH,Blue Whale,1,1991-10-03 08:18:06
32.70878,-122.571122,BLWH,Blue Whale,1,1991-10-07 16:23:24
33.607271999999995,-122.291329,HUWH,Humpback Whale,1,1991-08-05 15:49:24
33.621377,-122.263673,BLWH,Blue Whale,2,1991-08-05 15:39:30
33.635481,-122.236017,BLWH,Blue Whale,5,1991-08-05 15:29:42
33.649586,-122.20836,BLWH,Blue Whale,1,1991-08-05 15:19:48
34.025328,-121.448979,FIWH,Fin Whale,2,1991-08-05 07:25:30
34.112279,-121.28415,BLWH,Blue Whale,1,1991-08-05 06:27:48
34.141262,-121.229207,FIWH,Fin Whale,1,1991-08-05 06:08:36
34.141262,-121.229207,BLWH,Blue Whale,2,1991-08-05 06:08:36
32.287088,-123.454547,FIWH,Fin Whale,2,1991-08-02 15:47:00
32.758256,-119.301212,BLWH,Blue Whale,1,1991-07-29 14:36:06
33.695785,-123.68988799999998,BLWH,Blue Whale,2,1991-08-06 17:17:48
33.601628000000005,-123.886707,BLWH,Blue Whale,1,1991-08-06 16:16:30
33.525736,-124.046528,BLWH,Blue Whale,3,1991-08-06 14:23:30
33.494434000000005,-122.51258,BLWH,Blue Whale,1,1991-08-05 17:08:06
33.508539,-122.484924,BLWH,Blue Whale,1,1991-08-05 16:58:12
33.579063,-122.346642,BLWH,Blue Whale,2,1991-08-05 16:09:00
32.334017,-118.582311,HUWH,Humpback Whale,1,1991-07-25 07:29:00
32.882501,-117.448941,MIWH,Minke Whale,1,1991-07-24 16:45:18
32.890301,-117.418165,MIWH,Minke Whale,1,1991-07-24 16:35:36
33.096824,-120.158386,BLWH,Blue Whale,2,1991-07-31 14:11:30
33.126343,-120.104428,SEWH,Sei Whale,1,1991-07-31 13:51:42
33.287357,-121.336085,KIWH,Killer Whale,4,1991-03-08 14:44:18
33.567058,-119.262483,GRWH,Gray Whale,1,1991-03-05 08:25:00
33.580229,-119.168397,GRWH,Gray Whale,3,1991-03-05 07:41:18
33.852175,-120.193452,GRWH,Gray Whale,3,1991-01-18 15:57:48
33.618982,-119.08993,GRWH,Gray Whale,1,1991-01-15 09:54:30
33.240588,-118.249385,GRWH,Gray Whale,3,1991-03-04 08:40:36
35.047542,-120.792906,GRWH,Gray Whale,2,1991-01-22 14:14:42
34.966625,-120.788718,GRWH,Gray Whale,1,1991-01-22 14:44:00
32.833734,-120.689247,SPWH,Sperm Whale,12,1991-01-16 15:53:42
34.939519,-120.775,HUWH,Humpback Whale,2,1990-11-19 10:14:24
35.076298,-120.846149,HUWH,Humpback Whale,1,1990-11-19 08:08:30
35.06566,-120.91083,HUWH,Humpback Whale,2,1990-11-19 07:49:00
31.986093,-119.318022,BLWH,Blue Whale,1,1990-07-26 18:30:06
32.032755,-119.235533,BLWH,Blue Whale,1,1990-07-26 15:20:30
32.129621,-119.007684,BLWH,Blue Whale,1,1990-07-26 14:03:42
32.153838,-118.950722,BLWH,Blue Whale,2,1990-07-26 13:44:30
34.102538,-121.050411,SEWH,Sei Whale,1,1990-04-29 11:12:54
34.195596,-121.070478,SEWH,Sei Whale,1,1990-04-29 08:06:18
33.708728,-120.499035,FIWH,Fin Whale,3,1990-08-04 13:55:00
33.603828,-120.76237,BLWH,Blue Whale,1,1990-08-04 12:34:00
33.020626,-118.72995,HUWH,Humpback Whale,3,1990-03-10 17:06:36
29.906627,-123.494049,CBWH,Cuvier's Beaked Whale,4,1990-04-20 08:27:30
33.561542,-122.377561,BLWH,Blue Whale,1,1989-11-17 14:28:36
34.03249,-119.50111499999998,HUWH,Humpback Whale,2,1989-11-16 08:36:12
34.768536,-121.477322,MIWH,Minke Whale,2,1989-11-19 09:00:12
33.67709,-118.307441,MIWH,Minke Whale,1,1989-11-12 09:03:00
33.631583,-118.189855,MIWH,Minke Whale,1,1989-11-12 08:26:30
31.580819,-121.679492,PSWH,Pygmy Sperm Whale,1,1989-11-10 13:58:00
34.867155,-121.027391,BLWH,Blue Whale,1,1989-08-01 18:00:18
34.86164,-121.053151,BLWH,Blue Whale,5,1989-08-01 17:50:24
34.882564,-121.148523,BLWH,Blue Whale,3,1989-08-01 17:20:42
34.884254,-121.22286499999998,BLWH,Blue Whale,1,1989-08-01 14:45:36
34.872757,-121.252606,BLWH,Blue Whale,2,1989-08-01 14:36:18
32.365382000000004,-120.073703,BLWH,Blue Whale,1,1989-07-23 15:48:48
32.530666,-118.19466,GRWH,Gray Whale,1,1989-01-20 14:13:00
32.706643,-117.835642,GRWH,Gray Whale,3,1989-01-20 08:53:54
34.705826,-120.708477,HUWH,Humpback Whale,1,1988-10-25 15:07:30
35.022935,-120.78918600000002,HUWH,Humpback Whale,3,1988-10-25 13:21:36
34.170561,-120.966918,BLWH,Blue Whale,2,1988-10-22 16:51:42
33.445825,-122.564681,BLWH,Blue Whale,1,1988-08-21 13:56:30
33.458608,-122.536227,BLWH,Blue Whale,1,1988-08-21 13:47:00
33.648759000000005,-122.165928,BLWH,Blue Whale,1,1988-08-21 09:25:54
34.228775,-119.550261,MIWH,Minke Whale,1,1988-08-20 11:08:48
33.165801,-120.149873,SPWH,Sperm Whale,2,1988-08-16 12:29:18
35.00875300000001,-120.964937,HUWH,Humpback Whale,1,1988-08-23 10:39:18
34.973251,-121.089403,HUWH,Humpback Whale,1,1988-08-23 10:03:48
34.9555,-121.151636,BLWH,Blue Whale,10,1988-08-23 09:46:00
33.898829,-123.265009,BLWH,Blue Whale,1,1988-08-22 14:42:00
33.85663,-123.348287,BLWH,Blue Whale,2,1988-08-22 14:17:30
30.436971000000003,-123.987085,SPWH,Sperm Whale,2,1988-08-12 12:59:30
31.110595,-121.072621,SPWH,Sperm Whale,10,1988-08-11 09:02:54
32.089525,-119.114493,BLWH,Blue Whale,3,1988-08-10 13:17:24
35.022222,-120.779071,GRWH,Gray Whale,1,1988-02-01 15:16:42
35.067409999999995,-120.831065,GRWH,Gray Whale,1,1988-02-01 13:23:18
34.621557,-120.707494,GRWH,Gray Whale,1,1988-02-01 17:24:12
33.472318,-117.764322,GRWH,Gray Whale,1,1988-01-25 09:14:48
32.924135,-117.353501,GRWH,Gray Whale,2,1988-01-19 16:50:12
32.930135,-117.335001,GRWH,Gray Whale,2,1988-01-19 16:30:54
34.886383,-120.7588,HUWH,Humpback Whale,2,1987-09-18 13:02:36
32.681558,-117.329082,GRWH,Gray Whale,1,1988-01-19 11:09:18
34.927031,-121.178167,FIWH,Fin Whale,1,1987-09-18 06:16:06
31.498466,-123.392562,SPWH,Sperm Whale,1,1987-05-08 09:41:24
31.498466,-123.392562,HUWH,Humpback Whale,1,1987-05-08 09:41:24
34.943111,-121.137124,BLWH,Blue Whale,2,1987-05-13 12:14:06
33.783515,-120.376667,FIWH,Fin Whale,1,2006-07-19 12:34:42
33.782115999999995,-118.741959,BLWH,Blue Whale,1,2006-07-15 07:02:42
32.545405,-119.677533,FIWH,Fin Whale,2,2006-07-13 15:01:24
32.498121999999995,-119.792678,FIWH,Fin Whale,1,2006-07-13 14:25:06
38.263585,-123.223222,HUWH,Humpback Whale,1,2006-05-24 06:09:48
37.06534600000001,-122.520299,HUWH,Humpback Whale,2,2006-05-22 08:22:42
37.00721,-122.449657,HUWH,Humpback Whale,1,2006-05-22 07:48:18
33.022793,-120.288691,FIWH,Fin Whale,2,2006-10-28 14:38:06
33.112562,-120.127875,FIWH,Fin Whale,4,2006-10-28 13:49:48
33.047665,-117.430616,BLWH,Blue Whale,1,2006-07-08 17:01:06
36.936298,-122.348888,HUWH,Humpback Whale,2,2006-05-22 07:01:42
34.82626,-121.246088,HUWH,Humpback Whale,6,2006-05-20 13:42:24
34.800564,-121.236003,FIWH,Fin Whale,4,2006-05-20 13:33:42
34.749171000000004,-121.215832,HUWH,Humpback Whale,1,2006-05-20 13:16:06
34.429796,-120.94148,HUWH,Humpback Whale,3,2006-05-20 10:39:12
34.378114000000004,-120.865902,HUWH,Humpback Whale,1,2006-05-20 10:06:42
36.633791,-122.403067,HUWH,Humpback Whale,1,2006-05-21 17:02:30
33.738942,-119.327709,HUWH,Humpback Whale,1,2006-05-13 15:13:18
36.876697,-121.937374,HUWH,Humpback Whale,2,2006-05-09 16:07:18
33.197056,-118.361281,GRWH,Gray Whale,2,2006-04-07 16:55:30
34.171328,-122.781764,FIWH,Fin Whale,6,2005-11-19 07:18:00
39.781196,-124.595303,HUWH,Humpback Whale,1,2005-05-18 18:15:18
32.065271,-119.125583,BLWH,Blue Whale,1,2005-07-02 17:30:54
32.143411,-118.958178,BLWH,Blue Whale,1,2005-07-02 16:33:24
32.216629,-118.799684,FIWH,Fin Whale,1,2005-07-02 13:11:36
37.827287,-123.546873,HUWH,Humpback Whale,1,2005-05-13 18:35:12
33.81415,-120.314542,HUWH,Humpback Whale,1,2005-05-06 10:23:18
33.164317,-119.503778,HUWH,Humpback Whale,2,2004-11-10 10:56:00
32.925742,-123.681804,BLWH,Blue Whale,1,2004-07-25 09:50:36
37.372546,-122.989076,HUWH,Humpback Whale,1,2004-05-12 23:21:18
36.557835,-122.00882,HUWH,Humpback Whale,2,2004-05-09 19:04:12
35.081289,-120.801443,GRWH,Gray Whale,2,2004-01-20 09:33:12
36.699786,-122.236693,GRWH,Gray Whale,6,2004-01-23 13:02:42
38.29721,-123.809806,HUWH,Humpback Whale,1,2003-05-28 22:36:48
37.27799,-122.56398,HUWH,Humpback Whale,2,2003-05-27 01:33:48
37.373624,-123.020074,HUWH,Humpback Whale,2,2003-05-26 21:20:12
37.513297,-123.386543,HUWH,Humpback Whale,9,2003-05-27 17:07:54
37.17709,-122.502941,HUWH,Humpback Whale,1,2003-05-26 14:16:48
