Cruise,Ship,Date,Latitude,Longitude,Abundance per m2,Species
CALCOFI 0204,DAVID STARR JORDAN,4/5/02,32.65,-121.033,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/5/02,32.3167,-121.717,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/7/02,33.75,-120.417,20.678,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/7/02,33.5833,-120.75,12.217,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/7/02,33.25,-121.45,29.224,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/8/02,34.3167,-120.8,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/8/02,34.2833,-120.033,17.168,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/8/02,34.1833,-119.5,55.78,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/8/02,33.8833,-120.133,139.684,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/9/02,34.15,-121.15,19.25,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/9/02,33.8167,-121.833,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/11/02,34.7167,-121.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/11/02,33.7167,-123.633,19.469,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/12/02,35.0167,-120.917,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0204,DAVID STARR JORDAN,4/12/02,34.8833,-121.2,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/4/03,32.85,-117.533,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/5/03,32.6833,-117.867,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/5/03,32.0167,-119.233,39.822,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/6/03,31.85,-119.567,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/9/03,33.1833,-118.383,18.819,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/9/03,32.0833,-120.633,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/10/03,33.8167,-118.617,116.384,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/10/03,33.25,-118.25,241.411,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/11/03,33.65,-118.967,68.244,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/11/03,33.4833,-119.317,37.286,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/11/03,33.15,-120,20.82,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/12/03,32.9833,-120.35,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/14/03,33.5833,-120.75,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,DAVID STARR JORDAN,4/15/03,34.65,-123.367,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/15/03,34.2833,-119.983,135.163,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/15/03,33.75,-120.417,99.385,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,DAVID STARR JORDAN,4/16/03,35.4833,-121.6,96.001,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/16/03,34.3167,-120.8,72.804,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/16/03,33.4833,-122.533,88.268,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,DAVID STARR JORDAN,4/17/03,35.65,-121.25,33.534,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,DAVID STARR JORDAN,4/18/03,34.883,-124.483,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/18/03,34.8833,-121.2,18.344,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/18/03,34.05,-122.933,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,DAVID STARR JORDAN,4/19/03,36.05,-122.017,44.221,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,ROGER REVELLE,4/19/03,35.0167,-120.917,16.811,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,DAVID STARR JORDAN,4/20/03,36.117,-123.483,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,DAVID STARR JORDAN,4/21/03,36.617,-122.417,6.938,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,DAVID STARR JORDAN,4/22/03,36.05,-125.333,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,DAVID STARR JORDAN,4/23/03,36.383,-124.633,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,DAVID STARR JORDAN,4/24/03,36.617,-125.767,4.423,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,DAVID STARR JORDAN,4/25/03,37.783,-123.25,77.058,Thysanoessa spinifera - All phases and stages
CALCOFI 0304,DAVID STARR JORDAN,4/25/03,36.95,-125.05,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,3/23/04,32.6833,-117.867,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,3/24/04,32.5167,-118.217,8.52,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,3/24/04,31.85,-119.567,4.047,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,3/25/04,31.5167,-120.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,3/28/04,33.1833,-118.383,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,3/28/04,32.0833,-120.65,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,3/29/04,33.8167,-118.633,17.415,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,3/29/04,33.25,-118.25,11,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,3/30/04,33.65,-118.967,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,3/30/04,33.4833,-119.317,8.652,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,4/3/04,34.45,-120.517,76.596,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,4/3/04,33.8833,-120.133,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,4/3/04,33.75,-120.417,11.232,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,4/4/04,34.3167,-120.8,23.432,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,4/7/04,34.7167,-121.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,NEW HORIZON,4/8/04,34.8833,-121.2,3.629,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,DAVID STARR JORDAN,4/14/04,34.65,-123.367,4.047,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,DAVID STARR JORDAN,4/15/04,35.65,-121.25,26.012,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,DAVID STARR JORDAN,4/16/04,36.1833,-121.733,150.021,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,DAVID STARR JORDAN,4/17/04,35.7833,-124.2,366.912,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,DAVID STARR JORDAN,4/17/04,35.2167,-123.783,154.76,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,DAVID STARR JORDAN,4/18/04,36.6167,-122.417,477.424,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,DAVID STARR JORDAN,4/19/04,37.05,-123.2,1456.73,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,DAVID STARR JORDAN,4/19/04,36.7833,-122.05,10855.106,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,DAVID STARR JORDAN,4/21/04,37.6167,-123.617,6.368,Thysanoessa spinifera - All phases and stages
CALCOFI 0404,DAVID STARR JORDAN,4/21/04,36.95,-125.05,10.6,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,DAVID STARR JORDAN,4/15/05,36.15,-121.8,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,DAVID STARR JORDAN,4/15/05,35.217,-123.783,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/15/05,32.917,-117.4,176.6,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/15/05,32.85,-117.533,877.488,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/16/05,32.683,-117.867,31.106,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/16/05,32.017,-119.233,22.47,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/16/05,31.85,-119.567,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,DAVID STARR JORDAN,4/17/05,35.45,-124.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,DAVID STARR JORDAN,4/20/05,36.45,-122.767,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/20/05,32.917,-118.933,75.555,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/20/05,32.083,-120.633,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,DAVID STARR JORDAN,4/21/05,37.05,-123.2,8.64,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/21/05,33.883,-118.5,153.778,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/21/05,33.883,-118.433,5.852,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/21/05,33.183,-118.383,82.8,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,DAVID STARR JORDAN,4/22/05,37.283,-124.333,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,DAVID STARR JORDAN,4/22/05,36.717,-123.917,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/22/05,33.883,-120.133,29.952,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/22/05,33.75,-120.4,8.862,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/22/05,33.833,-118.633,727.182,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/23/05,33.583,-120.75,6.93,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/25/05,32.983,-120.35,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/26/05,34.4,-119.783,1.083,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/26/05,34.267,-120.033,279.336,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/26/05,33.167,-120,3.402,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/27/05,34.467,-120.5,268.353,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/27/05,34.45,-120.517,534.744,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/29/05,34.717,-121.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/30/05,35.017,-120.917,350.2,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/30/05,34.883,-121.2,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0504,NEW HORIZON,4/30/05,34.017,-118.833,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/1/06,32.917,-117.4,385.317,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/2/06,32.85,-117.533,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/2/06,32.683,-117.867,81.37,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/2/06,32.017,-119.233,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/3/06,31.85,-119.567,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/6/06,32.417,-119.967,11.66,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/7/06,33.5,-117.75,13.872,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/7/06,33.25,-118.25,31.5,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/8/06,33.65,-118.967,24.15,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/8/06,33.483,-117.767,315.244,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/8/06,33.417,-117.9,103.601,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/9/06,33.483,-119.317,81.648,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/9/06,32.667,-121.033,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/10/06,32.333,-121.717,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/11/06,32.917,-122.133,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/12/06,33.883,-120.133,194.56,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/13/06,34.317,-120.8,13.464,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/13/06,34.217,-119.417,2.667,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/13/06,34.183,-119.5,302.252,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/14/06,34.15,-121.15,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/15/06,34.05,-122.933,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/16/06,35.083,-120.767,0.864,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,NEW HORIZON,4/16/06,35.017,-120.917,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,DAVID STARR JORDAN,4/20/06,34.583,-124.267,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,DAVID STARR JORDAN,4/22/06,36.717,-122.2,20.088,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,DAVID STARR JORDAN,4/23/06,36.317,-125.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,DAVID STARR JORDAN,4/23/06,35.783,-124.2,0,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,DAVID STARR JORDAN,4/24/06,37.483,-123.033,16.34,Thysanoessa spinifera - All phases and stages
CALCOFI 0604,DAVID STARR JORDAN,4/25/06,37.583,-122.817,54.243,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/29/96,32.95,-117.3,47.735,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/30/96,32.917,-117.4,203.023,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/30/96,32.85,-117.533,567.278,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/30/96,32.683,-117.867,328.846,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/30/96,32.517,-118.217,17.355,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/30/96,32.35,-118.55,19.639,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/31/96,32.183,-118.9,0,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/31/96,32.017,-119.233,24.385,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/31/96,31.85,-119.567,4.808,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/31/96,31.517,-120.25,3.588,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/1/96,31.183,-120.917,0,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/3/96,31.75,-121.317,0,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/4/96,32.917,-118.933,1.9,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/4/96,32.65,-119.483,269.189,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/4/96,32.417,-119.967,724.489,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/4/96,32.083,-120.633,0,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/5/96,33.883,-118.483,272.062,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/5/96,33.417,-117.9,847.56,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/5/96,33.25,-118.25,1945.791,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/5/96,33.183,-118.383,640.13,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/6/96,33.65,-118.967,1164.199,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/6/96,33.483,-119.317,1355.191,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/6/96,33.317,-119.667,1113.035,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/6/96,33.15,-120,2313.961,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/6/96,32.983,-120.35,994.26,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/7/96,32.65,-121.033,33.101,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/7/96,31.983,-122.4,44.582,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/9/96,33.25,-121.45,104.349,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/9/96,32.917,-122.133,0.586,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/10/96,33.883,-120.133,2115.156,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/10/96,33.75,-120.417,2132.567,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/10/96,33.583,-120.75,2951.728,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/11/96,34.45,-120.517,61.486,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/11/96,34.317,-120.8,94.284,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/11/96,34.15,-121.15,145.915,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/11/96,34.283,-120.033,3690.911,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/11/96,34.233,-119.417,31.641,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/11/96,34.183,-119.5,3126.89,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/12/96,33.817,-121.85,75.506,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/14/96,35.083,-120.783,491.859,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/14/96,35.017,-120.917,2721.297,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/14/96,34.883,-121.2,1722.192,Euphausia pacifica - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/14/96,34.717,-121.55,2846.588,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/15/96,32.95,-117.3,206.467,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/15/96,32.917,-117.4,501.613,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/15/96,32.85,-117.533,483.706,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/15/96,32.683,-117.867,1882.839,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/16/96,32.517,-118.217,2650.553,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/16/96,32.35,-118.55,250.788,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/16/96,32.183,-118.9,2934.585,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/16/96,32.017,-119.233,2821.781,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/16/96,31.85,-119.567,47.719,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/17/96,31.517,-120.25,11.046,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/19/96,31.417,-122,0,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/20/96,32.083,-120.633,1201.622,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/20/96,31.75,-121.317,11.135,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/21/96,33.183,-118.383,933.356,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/21/96,32.917,-118.933,8609.298,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/22/96,33.883,-118.483,151.386,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/22/96,33.833,-118.633,7024.778,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/22/96,33.65,-118.983,2719.12,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/22/96,33.483,-117.767,372.173,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/22/96,33.417,-117.9,423.805,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/22/96,33.25,-118.25,410.143,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/23/96,33.483,-119.317,2241.51,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/23/96,33.317,-119.667,1533.753,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/23/96,33.15,-120,429.097,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/23/96,32.983,-120.35,1513.724,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/23/96,32.65,-121.033,178.022,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/24/96,32.317,-121.717,8474.232,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/24/96,32,-122.4,1.61,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/26/96,33.75,-120.417,1106.114,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/26/96,33.25,-121.45,2349.068,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/27/96,34.45,-120.533,580.039,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/27/96,34.317,-120.8,4135.736,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/27/96,34.283,-120.033,7940.242,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/27/96,34.233,-119.417,2650.361,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/27/96,34.183,-119.517,9817.409,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/27/96,33.883,-120.133,6347.676,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/28/96,34.15,-121.15,3064.273,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/28/96,33.817,-121.85,213.751,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/30/96,34.883,-121.2,1609.421,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/30/96,34.717,-121.55,3569.454,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/30/96,34.383,-122.25,0,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/30/96,34.05,-122.95,1.527,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,5/1/96,35.083,-120.783,289.153,Euphausia pacifica - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,5/1/96,35.017,-120.917,3091.852,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/29/97,32.95,-117.3,45.237,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/29/97,32.917,-117.4,116.701,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/29/97,32.85,-117.533,69.23,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/29/97,32.683,-117.867,490.922,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/30/97,32.517,-118.217,777.355,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/30/97,32.35,-118.55,84.54,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/30/97,32.183,-118.9,5.756,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/30/97,32.017,-119.233,2.921,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/30/97,31.85,-119.567,178.51,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/31/97,31.517,-120.25,14.538,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/3/97,32.65,-119.483,4945.985,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/3/97,32.417,-119.967,9.984,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/3/97,32.083,-120.633,10.062,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/3/97,31.75,-121.317,10.473,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/4/97,33.483,-117.767,106.766,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/4/97,33.417,-117.9,238.004,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/4/97,33.25,-118.25,92.262,Euphausia pacifica - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/4/97,33.183,-118.383,62.858,Euphausia pacifica - All phases and stages
