Cruise,Ship,Date,Latitude,Longitude,Abundance per m2,Species
CALCOFI 9602,DAVID STARR JORDAN,1/29/96,32.95,-117.3,2.17,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/30/96,32.917,-117.4,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/30/96,32.85,-117.533,7.666,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/30/96,32.683,-117.867,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/30/96,32.517,-118.217,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/30/96,32.35,-118.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/31/96,32.183,-118.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/31/96,32.017,-119.233,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/31/96,31.85,-119.567,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,1/31/96,31.517,-120.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/1/96,31.183,-120.917,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/3/96,31.75,-121.317,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/4/96,32.917,-118.933,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/4/96,32.65,-119.483,8.973,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/4/96,32.417,-119.967,14.053,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/4/96,32.083,-120.633,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/5/96,33.883,-118.483,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/5/96,33.817,-118.633,20.195,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/5/96,33.483,-117.767,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/5/96,33.417,-117.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/5/96,33.25,-118.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/5/96,33.183,-118.383,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/6/96,33.65,-118.967,17.376,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/6/96,33.483,-119.317,46.2,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/6/96,33.317,-119.667,26.396,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/6/96,33.15,-120,39.896,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/6/96,32.983,-120.35,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/7/96,32.65,-121.033,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/7/96,31.983,-122.4,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/9/96,33.25,-121.45,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/9/96,32.917,-122.133,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/10/96,33.883,-120.133,564.042,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/10/96,33.75,-120.417,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/10/96,33.583,-120.75,385.008,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/11/96,34.45,-120.517,40.099,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/11/96,34.317,-120.8,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/11/96,34.15,-121.15,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/11/96,34.283,-120.033,811.189,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/11/96,34.233,-119.417,3.797,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/11/96,34.183,-119.5,608.007,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/12/96,33.817,-121.85,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/14/96,35.083,-120.783,257.64,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/14/96,35.017,-120.917,373.511,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/14/96,34.883,-121.2,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9602,DAVID STARR JORDAN,2/14/96,34.717,-121.55,96.495,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/15/96,32.95,-117.3,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/15/96,32.917,-117.4,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/15/96,32.85,-117.533,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/15/96,32.683,-117.867,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/16/96,32.517,-118.217,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/16/96,32.35,-118.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/16/96,32.183,-118.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/16/96,32.017,-119.233,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/16/96,31.85,-119.567,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/17/96,31.517,-120.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/19/96,31.417,-122,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/20/96,32.083,-120.633,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/20/96,31.75,-121.317,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/21/96,33.183,-118.383,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/21/96,32.917,-118.933,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/22/96,33.883,-118.483,4.205,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/22/96,33.833,-118.633,232.224,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/22/96,33.65,-118.983,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/22/96,33.483,-117.767,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/22/96,33.417,-117.9,11.772,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/22/96,33.25,-118.25,2.566,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/23/96,33.483,-119.317,55.346,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/23/96,33.317,-119.667,24.345,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/23/96,33.15,-120,26.819,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/23/96,32.983,-120.35,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/23/96,32.65,-121.033,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/24/96,32.317,-121.717,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/24/96,32,-122.4,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/26/96,33.75,-120.417,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/26/96,33.25,-121.45,37.888,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/27/96,34.45,-120.533,242.807,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/27/96,34.317,-120.8,118.164,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/27/96,34.283,-120.033,484.161,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/27/96,34.233,-119.417,56.997,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/27/96,34.183,-119.517,239.449,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/27/96,33.883,-120.133,983.442,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/28/96,34.15,-121.15,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/28/96,33.817,-121.85,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/30/96,34.883,-121.2,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/30/96,34.717,-121.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/30/96,34.383,-122.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,4/30/96,34.05,-122.95,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,5/1/96,35.083,-120.783,800.732,Thysanoessa spinifera - All phases and stages
CALCOFI 9604,DAVID STARR JORDAN,5/1/96,35.017,-120.917,98.676,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/29/97,32.95,-117.3,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/29/97,32.917,-117.4,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/29/97,32.85,-117.533,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/29/97,32.683,-117.867,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/30/97,32.517,-118.217,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/30/97,32.35,-118.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/30/97,32.183,-118.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/30/97,32.017,-119.233,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/30/97,31.85,-119.567,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,1/31/97,31.517,-120.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/3/97,32.65,-119.483,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/3/97,32.417,-119.967,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/3/97,32.083,-120.633,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/3/97,31.75,-121.317,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/4/97,33.483,-117.767,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/4/97,33.417,-117.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/4/97,33.25,-118.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/4/97,33.183,-118.383,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/4/97,32.917,-118.933,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/5/97,33.883,-118.483,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/5/97,33.817,-118.633,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/5/97,33.65,-118.983,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/5/97,33.483,-119.317,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/5/97,33.317,-119.667,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/5/97,33.167,-120,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/6/97,32.983,-120.35,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/6/97,32.65,-121.033,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/6/97,32.317,-121.717,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/6/97,31.983,-122.4,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/8/97,32.917,-122.133,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/9/97,34.233,-119.417,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/9/97,34.183,-119.517,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/9/97,33.883,-120.133,4.663,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/9/97,33.75,-120.417,11.544,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/9/97,33.583,-120.75,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/9/97,33.25,-121.45,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/10/97,34.45,-120.517,2.841,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/10/97,34.317,-120.8,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/10/97,34.15,-121.15,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/10/97,33.817,-121.85,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/10/97,34.283,-120.033,57.084,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/11/97,33.483,-122.533,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/13/97,34.883,-121.2,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/13/97,34.717,-121.55,3.591,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/13/97,34.55,-121.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/13/97,34.383,-122.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/14/97,35.083,-120.783,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9702,DAVID STARR JORDAN,2/14/97,35.017,-120.917,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/2/97,32.95,-117.3,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/2/97,32.917,-117.4,11.257,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/2/97,32.85,-117.533,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/2/97,32.683,-117.867,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/3/97,32.517,-118.217,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/3/97,32.35,-118.567,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/3/97,32.183,-118.883,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/3/97,32.017,-119.233,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/3/97,31.85,-119.567,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/4/97,31.517,-120.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/6/97,31.75,-121.317,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/7/97,32.65,-119.483,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/7/97,32.417,-119.967,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/7/97,32.083,-120.633,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/8/97,33.483,-117.767,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/8/97,33.417,-117.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/8/97,33.25,-118.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/8/97,33.183,-118.383,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/8/97,32.917,-118.933,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/9/97,33.883,-118.5,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/9/97,33.833,-118.633,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/9/97,33.65,-118.967,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/11/97,32.65,-121.017,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/13/97,32.917,-122.133,3.935,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/14/97,34.183,-119.517,9.797,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/14/97,33.883,-120.133,11.936,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/14/97,33.75,-120.417,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/14/97,33.583,-120.75,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/14/97,33.25,-121.45,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/15/97,34.45,-120.517,12.4,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/15/97,34.317,-120.8,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/15/97,34.15,-121.15,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/15/97,34.283,-120.033,23.999,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/15/97,34.217,-119.417,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/16/97,33.817,-121.85,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/17/97,34.05,-122.95,9.129,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/18/97,34.717,-121.55,63.228,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/18/97,34.383,-122.25,15.254,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/19/97,35.083,-120.783,1.687,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/19/97,35.017,-120.917,93.415,Thysanoessa spinifera - All phases and stages
CALCOFI 9704,NEW HORIZON,4/19/97,34.883,-121.2,95.274,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/23/98,32.95,-117.3,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/23/98,32.917,-117.4,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/23/98,32.85,-117.53,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/23/98,32.683,-117.87,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/24/98,32.517,-118.22,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/24/98,32.35,-118.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/24/98,32.183,-118.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/24/98,32.017,-119.23,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/24/98,31.85,-119.57,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/25/98,31.517,-120.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/27/98,31.75,-121.32,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/28/98,33.183,-118.38,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/28/98,32.917,-118.93,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/28/98,32.65,-119.48,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/28/98,32.417,-119.97,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/28/98,32.083,-120.63,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/29/98,33.883,-118.48,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/29/98,33.817,-118.62,0.473,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/29/98,33.483,-117.77,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/29/98,33.417,-117.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/29/98,33.25,-118.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/30/98,33.667,-118.98,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/30/98,33.483,-119.32,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/30/98,33.333,-119.67,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/30/98,33.15,-120,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/31/98,32.983,-120.35,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,1/31/98,32.333,-121.72,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/4/98,33.75,-120.42,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/4/98,33.583,-120.75,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/4/98,33.25,-121.45,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/5/98,34.267,-120.02,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/5/98,34.233,-119.42,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/5/98,34.183,-119.52,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/5/98,33.883,-120.13,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/7/98,34.317,-120.8,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/7/98,33.817,-121.85,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/8/98,33.483,-122.53,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/9/98,34.383,-122.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/9/98,34.05,-122.93,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/10/98,35.083,-120.78,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/10/98,35.017,-120.92,1.673,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/10/98,34.883,-121.2,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9802,DAVID STARR JORDAN,2/10/98,34.717,-121.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/2/98,32.95,-117.3,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/2/98,32.917,-117.4,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/2/98,32.85,-117.53,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/3/98,32.683,-117.87,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/3/98,32.517,-118.22,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/3/98,32.35,-118.55,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/3/98,32.183,-118.9,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/3/98,32.017,-119.23,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/4/98,31.85,-119.57,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/4/98,31.517,-120.25,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/4/98,31.183,-120.92,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/5/98,30.85,-121.58,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/7/98,32.417,-119.97,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/7/98,32.083,-120.63,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/7/98,31.75,-121.32,0,Thysanoessa spinifera - All phases and stages
CALCOFI 9804,DAVID STARR JORDAN,4/8/98,33.483,-117.77,0,Thysanoessa spinifera - All phases and stages
