dataset_id,row_id,latitude,longitude,species_name,scientific_name,common_name,itis_tsn,group_size,series_id,date_time,timezone,ds_type,platform,provider,lprecision,tprecision,oceano,notes,last_mod
507,507_64021,34.447518,-120.790802,HUWH,Megaptera novaeangliae,Humpback Whale,180530,1,,2004-05-07 16:40:42,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_64021"", ""obsDate"": ""2004-05-07"", ""longitude"": -120.791, ""latitude"": 34.448, ""SST"": {""PF51"": {""YEAR"": 14.55, ""MONTH"": 13.2}, ""OISST"": {""DAY"": 14.18, ""8DAYS"": 13.62, ""MONTH"": 12.72, ""YEAR"": 14.06}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 13.52, ""MONTH"": 13.02, ""YEAR"": 14.54}, ""HYCOM"": {""MONTH"": 12.97, ""YEAR"": 14.73}}, ""SSH"": {""AVISO"": {""8DAYS"": 47.52}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 2.03, ""MONTH"": 3.11, ""8DAYS"": 1.3}, ""MODIS"": {""DAY"": 7.11, ""8DAYS"": 4.33, ""MONTH"": 6.7, ""YEAR"": 3.53}, ""SeaWiFS"": {""DAY"": 1.89, ""8DAYS"": 3.62, ""MONTH"": 3.34, ""YEAR"": 2.27}}, ""BATH"": {""S2004"": -581, ""ETOPO1"": -570.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.66, ""YEAR"": 33.45}}}",,2009-05-19 09:49:32
507,507_63983,34.295728000000004,-120.730801,HUWH,Megaptera novaeangliae,Humpback Whale,180530,3,,2004-05-07 14:50:06,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_63983"", ""obsDate"": ""2004-05-07"", ""longitude"": -120.731, ""latitude"": 34.296, ""SST"": {""PF51"": {""YEAR"": 14.175, ""MONTH"": 13.65}, ""OISST"": {""DAY"": 13.79, ""8DAYS"": 13.31, ""MONTH"": 12.55, ""YEAR"": 14.03}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 13.83, ""MONTH"": 13.2, ""YEAR"": 14.65}, ""HYCOM"": {""MONTH"": 13.41, ""YEAR"": 14.98}}, ""SSH"": {""AVISO"": {""8DAYS"": 48.89}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 2.07, ""MONTH"": 3.94, ""8DAYS"": 2.54}, ""MODIS"": {""DAY"": 10.21, ""8DAYS"": 5.65, ""MONTH"": 5.73, ""YEAR"": 3.58}, ""SeaWiFS"": {""DAY"": 3.3, ""8DAYS"": 3.4, ""MONTH"": 4.09, ""YEAR"": 2.19}}, ""BATH"": {""S2004"": -659, ""ETOPO1"": -674.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.64, ""YEAR"": 33.44}}}",,2009-05-19 09:49:32
507,507_63968,34.242,-120.724333,HUWH,Megaptera novaeangliae,Humpback Whale,180530,1,,2004-05-07 14:30:12,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_63968"", ""obsDate"": ""2004-05-07"", ""longitude"": -120.724, ""latitude"": 34.242, ""SST"": {""PF51"": {""YEAR"": 14.4, ""MONTH"": 13.8}, ""OISST"": {""DAY"": 14.05, ""8DAYS"": 13.56, ""MONTH"": 12.84, ""YEAR"": 14.24}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 14.08, ""MONTH"": 13.35, ""YEAR"": 14.79}, ""HYCOM"": {""MONTH"": 13.57, ""YEAR"": 14.94}}, ""SSH"": {""AVISO"": {""8DAYS"": 48.89}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 1.96, ""MONTH"": 4.06, ""8DAYS"": 2.96}, ""MODIS"": {""DAY"": 5.03, ""8DAYS"": 3.44, ""MONTH"": 5.03, ""YEAR"": 2.91}, ""SeaWiFS"": {""DAY"": 5.58, ""8DAYS"": 4.66, ""MONTH"": 4.19, ""YEAR"": 2.07}}, ""BATH"": {""S2004"": -665, ""ETOPO1"": -696.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.64, ""YEAR"": 33.43}}}",,2009-05-19 09:49:32
507,507_63959,34.215129,-120.721202,HUWH,Megaptera novaeangliae,Humpback Whale,180530,1,,2004-05-07 14:19:36,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_63959"", ""obsDate"": ""2004-05-07"", ""longitude"": -120.721, ""latitude"": 34.215, ""SST"": {""PF51"": {""YEAR"": 14.325, ""MONTH"": 13.8}, ""OISST"": {""DAY"": 14.05, ""8DAYS"": 13.56, ""MONTH"": 12.84, ""YEAR"": 14.24}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 14.08, ""MONTH"": 13.35, ""YEAR"": 14.79}, ""HYCOM"": {""MONTH"": 13.57, ""YEAR"": 14.94}}, ""SSH"": {""AVISO"": {""8DAYS"": 48.89}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 1.96, ""MONTH"": 4.06, ""8DAYS"": 2.96}, ""MODIS"": {""DAY"": 5.03, ""8DAYS"": 3.44, ""MONTH"": 5.03, ""YEAR"": 2.91}, ""SeaWiFS"": {""DAY"": 5.58, ""8DAYS"": 4.66, ""MONTH"": 4.19, ""YEAR"": 2.07}}, ""BATH"": {""S2004"": -664, ""ETOPO1"": -709.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.64, ""YEAR"": 33.43}}}",,2009-05-19 09:49:32
507,507_63936,34.134319,-120.714818,HUWH,Megaptera novaeangliae,Humpback Whale,180530,2,,2004-05-07 13:51:48,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_63936"", ""obsDate"": ""2004-05-07"", ""longitude"": -120.715, ""latitude"": 34.134, ""SST"": {""PF51"": {""YEAR"": 14.4, ""MONTH"": 13.5}, ""OISST"": {""DAY"": 14.05, ""8DAYS"": 13.56, ""MONTH"": 12.84, ""YEAR"": 14.24}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 13.75, ""MONTH"": 13.11, ""YEAR"": 14.67}, ""HYCOM"": {""MONTH"": 13.61, ""YEAR"": 14.91}}, ""SSH"": {""AVISO"": {""8DAYS"": 48.89}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 1.81, ""MONTH"": 2.86, ""8DAYS"": 1.65}, ""MODIS"": {""DAY"": 4.07, ""8DAYS"": 3.04, ""MONTH"": 4.26, ""YEAR"": 2.71}, ""SeaWiFS"": {""DAY"": 1.33, ""8DAYS"": 2.52, ""MONTH"": 2.89, ""YEAR"": 1.9}}, ""BATH"": {""S2004"": -700, ""ETOPO1"": -746.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.63, ""YEAR"": 33.42}}}",,2009-05-19 09:49:32
507,507_63923,34.080422999999996,-120.710922,HUWH,Megaptera novaeangliae,Humpback Whale,180530,2,,2004-05-07 13:33:12,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_63923"", ""obsDate"": ""2004-05-07"", ""longitude"": -120.711, ""latitude"": 34.08, ""SST"": {""PF51"": {""YEAR"": 14.4, ""MONTH"": 13.35}, ""OISST"": {""DAY"": 14.05, ""8DAYS"": 13.56, ""MONTH"": 12.84, ""YEAR"": 14.24}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 13.36, ""MONTH"": 12.97, ""YEAR"": 14.74}, ""HYCOM"": {""MONTH"": 13.63, ""YEAR"": 14.98}}, ""SSH"": {""AVISO"": {""8DAYS"": 49.21}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 1.72, ""MONTH"": 3.62, ""8DAYS"": 2.77}, ""MODIS"": {""DAY"": 5.21, ""8DAYS"": 3.75, ""MONTH"": 4.61, ""YEAR"": 2.45}, ""SeaWiFS"": {""DAY"": 1.7, ""8DAYS"": 2.23, ""MONTH"": 3.82, ""YEAR"": 1.84}}, ""BATH"": {""S2004"": -748, ""ETOPO1"": -755.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.6, ""YEAR"": 33.41}}}",,2009-05-19 09:49:32
507,507_63899,34.357134,-120.63343300000001,HUWH,Megaptera novaeangliae,Humpback Whale,180530,1,,2004-05-07 00:53:18,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_63899"", ""obsDate"": ""2004-05-07"", ""longitude"": -120.633, ""latitude"": 34.357, ""SST"": {""PF51"": {""YEAR"": 14.25, ""MONTH"": 13.575}, ""OISST"": {""DAY"": 13.79, ""8DAYS"": 13.31, ""MONTH"": 12.55, ""YEAR"": 14.03}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 13.9, ""MONTH"": 13.4, ""YEAR"": 14.8}, ""HYCOM"": {""MONTH"": 13.42, ""YEAR"": 15.07}}, ""SSH"": {""AVISO"": {""8DAYS"": 47.52}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 2.08, ""MONTH"": 3.46, ""8DAYS"": 1.83}, ""MODIS"": {""DAY"": 6.12, ""8DAYS"": 6.42, ""MONTH"": 8.05, ""YEAR"": 2.87}, ""SeaWiFS"": {""DAY"": 1.29, ""8DAYS"": 2.46, ""MONTH"": 3.59, ""YEAR"": 2.34}}, ""BATH"": {""S2004"": -475, ""ETOPO1"": -460.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.65, ""YEAR"": 33.46}}}",,2009-05-19 09:49:32
507,507_63894,34.262931,-120.654207,HUWH,Megaptera novaeangliae,Humpback Whale,180530,2,,2004-05-06 23:32:54,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_63894"", ""obsDate"": ""2004-05-06"", ""longitude"": -120.654, ""latitude"": 34.263, ""SST"": {""PF51"": {""YEAR"": 14.1, ""MONTH"": 13.5}, ""OISST"": {""DAY"": 13.75, ""8DAYS"": 13.43, ""MONTH"": 12.55, ""YEAR"": 14.03}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 14.02, ""MONTH"": 13.26, ""YEAR"": 14.76}, ""HYCOM"": {""MONTH"": 13.66, ""YEAR"": 15.04}}, ""SSH"": {""AVISO"": {""8DAYS"": 48.89}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 2.15, ""MONTH"": 4.93, ""8DAYS"": 5.26}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 7.95, ""MONTH"": 6.65, ""YEAR"": 3.74}, ""SeaWiFS"": {""DAY"": 8.47, ""8DAYS"": 7.02, ""MONTH"": 4.52, ""YEAR"": 2.31}}, ""BATH"": {""S2004"": -578, ""ETOPO1"": -598.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.64, ""YEAR"": 33.45}}}",,2009-05-19 09:49:32
507,507_63885,34.244005,-120.67111200000001,HUWH,Megaptera novaeangliae,Humpback Whale,180530,1,,2004-05-06 23:23:36,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_63885"", ""obsDate"": ""2004-05-06"", ""longitude"": -120.671, ""latitude"": 34.244, ""SST"": {""PF51"": {""YEAR"": 14.1, ""MONTH"": 13.5}, ""OISST"": {""DAY"": 14.07, ""8DAYS"": 13.61, ""MONTH"": 12.84, ""YEAR"": 14.24}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 14.1, ""MONTH"": 13.33, ""YEAR"": 14.76}, ""HYCOM"": {""MONTH"": 13.66, ""YEAR"": 15.04}}, ""SSH"": {""AVISO"": {""8DAYS"": 48.89}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 1.96, ""MONTH"": 4.06, ""8DAYS"": 2.96}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 8.32, ""MONTH"": 6.26, ""YEAR"": 3.53}, ""SeaWiFS"": {""DAY"": 6.94, ""8DAYS"": 6.53, ""MONTH"": 4.19, ""YEAR"": 2.07}}, ""BATH"": {""S2004"": -577, ""ETOPO1"": -621.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.64, ""YEAR"": 33.45}}}",,2009-05-19 09:49:32
507,507_63877,34.222289,-120.690509,HUWH,Megaptera novaeangliae,Humpback Whale,180530,1,,2004-05-06 23:14:18,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_63877"", ""obsDate"": ""2004-05-06"", ""longitude"": -120.691, ""latitude"": 34.222, ""SST"": {""PF51"": {""YEAR"": 14.175, ""MONTH"": 13.725}, ""OISST"": {""DAY"": 14.07, ""8DAYS"": 13.61, ""MONTH"": 12.84, ""YEAR"": 14.24}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 14.1, ""MONTH"": 13.33, ""YEAR"": 14.76}, ""HYCOM"": {""MONTH"": 13.57, ""YEAR"": 14.94}}, ""SSH"": {""AVISO"": {""8DAYS"": 48.89}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 1.96, ""MONTH"": 4.06, ""8DAYS"": 2.96}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 8.32, ""MONTH"": 6.26, ""YEAR"": 3.53}, ""SeaWiFS"": {""DAY"": 6.94, ""8DAYS"": 6.53, ""MONTH"": 4.19, ""YEAR"": 2.07}}, ""BATH"": {""S2004"": -628, ""ETOPO1"": -674.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.64, ""YEAR"": 33.43}}}",,2009-05-19 09:49:32
507,507_63853,34.112878,-120.78666100000001,KIWH,Orcinus orca,Killer Whale,180469,2,,2004-05-06 21:49:36,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_63853"", ""obsDate"": ""2004-05-06"", ""longitude"": -120.787, ""latitude"": 34.113, ""SST"": {""PF51"": {""YEAR"": 14.775, ""MONTH"": 13.725}, ""OISST"": {""DAY"": 14.33, ""8DAYS"": 13.8, ""MONTH"": 12.96, ""YEAR"": 14.29}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 13.44, ""MONTH"": 13.12, ""YEAR"": 14.95}, ""HYCOM"": {""MONTH"": 13.6, ""YEAR"": 15.03}}, ""SSH"": {""AVISO"": {""8DAYS"": 48.89}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 1.81, ""MONTH"": 2.86, ""8DAYS"": 1.65}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 2.21, ""MONTH"": 3.9, ""YEAR"": 2.63}, ""SeaWiFS"": {""DAY"": 3.15, ""8DAYS"": 3.72, ""MONTH"": 2.89, ""YEAR"": 1.9}}, ""BATH"": {""S2004"": -763, ""ETOPO1"": -783.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.59, ""YEAR"": 33.38}}}",,2009-05-19 09:49:32
507,507_63552,33.573887,-119.294377,MIWH,Balaenoptera acutorostrata,Minke Whale,180524,1,,2004-05-06 00:50:24,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_63552"", ""obsDate"": ""2004-05-06"", ""longitude"": -119.294, ""latitude"": 33.574, ""SST"": {""PF51"": {""YEAR"": 15.975, ""MONTH"": 15.75}, ""OISST"": {""DAY"": 16.39, ""8DAYS"": 16.14, ""MONTH"": 15.76, ""YEAR"": 16.13}, ""MODIS"": {""DAY"": 19.14, ""8DAYS"": 18.06, ""MONTH"": 17.03, ""YEAR"": 17.31}, ""HYCOM"": {""MONTH"": 16.81, ""YEAR"": 16.78}}, ""SSH"": {""AVISO"": {""8DAYS"": 46.31}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 0.56, ""MONTH"": 0.71, ""8DAYS"": 0.96}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 0.57, ""MONTH"": 1.01, ""YEAR"": 0.82}, ""SeaWiFS"": {""DAY"": 0.65, ""8DAYS"": 0.62, ""MONTH"": 0.73, ""YEAR"": 0.6}}, ""BATH"": {""S2004"": -1672, ""ETOPO1"": -1000.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25059, ""PROVINCE"": ""Warm Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.38, ""YEAR"": 33.35}}}",,2009-05-19 09:49:32
507,507_63550,33.551961999999996,-119.27545900000001,FIWH,Balaenoptera physalus,Fin Whale,180527,1,,2004-05-06 00:40:42,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_63550"", ""obsDate"": ""2004-05-06"", ""longitude"": -119.275, ""latitude"": 33.552, ""SST"": {""PF51"": {""YEAR"": 15.975, ""MONTH"": 15.75}, ""OISST"": {""DAY"": 16.39, ""8DAYS"": 16.14, ""MONTH"": 15.76, ""YEAR"": 16.13}, ""MODIS"": {""DAY"": 19.14, ""8DAYS"": 18.06, ""MONTH"": 16.96, ""YEAR"": 17.38}, ""HYCOM"": {""MONTH"": 16.59, ""YEAR"": 16.66}}, ""SSH"": {""AVISO"": {""8DAYS"": 46.31}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 0.56, ""MONTH"": 0.71, ""8DAYS"": 0.96}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 0.64, ""MONTH"": 1.02, ""YEAR"": 0.8}, ""SeaWiFS"": {""DAY"": 0.65, ""8DAYS"": 0.62, ""MONTH"": 0.73, ""YEAR"": 0.6}}, ""BATH"": {""S2004"": -1684, ""ETOPO1"": -861.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25059, ""PROVINCE"": ""Warm Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.38, ""YEAR"": 33.35}}}",,2009-05-19 09:49:32
507,507_64222,35.803194,-121.484249,KIWH,Orcinus orca,Killer Whale,180469,2,,2004-05-09 02:25:12,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_64222"", ""obsDate"": ""2004-05-09"", ""longitude"": -121.484, ""latitude"": 35.803, ""SST"": {""PF51"": {""YEAR"": 13.425, ""MONTH"": 11.775}, ""OISST"": {""DAY"": 11.97, ""8DAYS"": 11.73, ""MONTH"": 11.37, ""YEAR"": 13.31}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 10.91, ""MONTH"": 11.94, ""YEAR"": 13.9}, ""HYCOM"": {""MONTH"": 11.8, ""YEAR"": 13.74}}, ""SSH"": {""AVISO"": {""8DAYS"": 48.07}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 2.32, ""MONTH"": 1.52, ""8DAYS"": 0.51}, ""MODIS"": {""DAY"": 1.09, ""8DAYS"": 2.92, ""MONTH"": 7.36, ""YEAR"": 5.37}, ""SeaWiFS"": {""DAY"": 0.56, ""8DAYS"": 0.56, ""MONTH"": 1.49, ""YEAR"": 2.49}}, ""BATH"": {""S2004"": -233, ""ETOPO1"": -257.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}], ""WDPA"": [{""WDPAID"": 555586741, ""NAME"": ""Monterey Bay"", ""DESIG_ENG"": ""National Marine Sanctuary"", ""NO_TAKE"": ""Not Reported""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.72, ""YEAR"": 33.48}}}",,2009-05-19 09:49:32
507,507_64152,35.536,-121.485114,FIWH,Balaenoptera physalus,Fin Whale,180527,1,,2004-05-08 19:08:06,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_64152"", ""obsDate"": ""2004-05-08"", ""longitude"": -121.485, ""latitude"": 35.536, ""SST"": {""PF51"": {""YEAR"": 13.8, ""MONTH"": 12.525}, ""OISST"": {""DAY"": 12.86, ""8DAYS"": 12.39, ""MONTH"": 11.79, ""YEAR"": 13.49}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 12.2, ""MONTH"": 12.09, ""YEAR"": 14.22}, ""HYCOM"": {""MONTH"": 12.49, ""YEAR"": 14.42}}, ""SSH"": {""AVISO"": {""8DAYS"": 44.56}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 2.32, ""MONTH"": 3.73, ""8DAYS"": 0.7}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 1.91, ""MONTH"": 4.27, ""YEAR"": 4.43}, ""SeaWiFS"": {""DAY"": -9999, ""8DAYS"": 1.17, ""MONTH"": 4.24, ""YEAR"": 2.57}}, ""BATH"": {""S2004"": -715, ""ETOPO1"": -740.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.61, ""YEAR"": 33.38}}}",,2009-05-19 09:49:32
507,507_64102,35.261837,-121.378077,HUWH,Megaptera novaeangliae,Humpback Whale,180530,1,,2004-05-08 16:24:12,,ptobs,boat,PRBO Conservation Science,6,111111,"{""oid"": ""507_64102"", ""obsDate"": ""2004-05-08"", ""longitude"": -121.378, ""latitude"": 35.262, ""SST"": {""PF51"": {""YEAR"": 14.4, ""MONTH"": 13.65, ""8DAYS"": 14.175}, ""OISST"": {""DAY"": 13.47, ""8DAYS"": 13.0, ""MONTH"": 12.3, ""YEAR"": 13.71}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 13.46, ""MONTH"": 12.94, ""YEAR"": 14.66}, ""HYCOM"": {""MONTH"": 13.12, ""YEAR"": 14.58}}, ""SSH"": {""AVISO"": {""8DAYS"": 44.72}}, ""CHLOR-A"": {""SeaWiFS_etc"": {""YEAR"": 1.81, ""MONTH"": 2.72, ""8DAYS"": 1.26}, ""MODIS"": {""DAY"": -9999, ""8DAYS"": 2.28, ""MONTH"": 3.01, ""YEAR"": 2.01}, ""SeaWiFS"": {""DAY"": -9999, ""8DAYS"": 1.51, ""MONTH"": 2.88, ""YEAR"": 1.9}}, ""BATH"": {""S2004"": -677, ""ETOPO1"": -745.0}, ""ZONE"": {""EEZ"": [{""MRGID"": 8456, ""COUNTRY"": ""United States"", ""SOVEREIGN"": ""United States""}], ""LME"": [{""LME_NUMBER"": 3, ""LME_NAME"": ""California Current""}], ""MEOW"": [{""ECO_CODE"": 25058, ""PROVINCE"": ""Cold Temperate Northeast Pacific""}]}, ""SALINITY"": {""HYCOM"": {""MONTH"": 33.57, ""YEAR"": 33.37}}}",,2009-05-19 09:49:32
