"Cst_Cnt","Btl_Cnt","Depthm","T_degC","Salnty","ChlorA"
29339,728477,0,14.4,33.59,1.43
29339,728478,1,14.4,33.593,1.43
29339,728479,2,14.42,33.592,NA
29339,728480,6,14.22,33.588,1.22
29339,728481,10,14.09,33.599,1.67
29339,728482,11,14.06,33.602,1.8
29339,728483,19,13.91,33.607,1.67
29339,728484,20,13.85,33.604,1.6
29339,728485,25,13.45,33.587,1.17
29339,728486,30,12.96,33.564,0.76
29339,728487,34,12.59,33.551,0.47
29339,728488,45,12.01,33.58,0.12
29339,728489,50,11.71,33.598,0.2
29339,728490,56,11.34,33.62,0.1
29340,728491,0,14.73,33.59,0.69
29340,728492,2,14.73,33.593,0.69
29340,728493,10,14.47,33.604,1.01
29340,728494,19,14.34,33.603,1.83
29340,728495,20,14.23,33.593,1.74
29340,728496,29,13.14,33.513,0.65
29340,728497,30,13.06,33.515,0.59
29340,728498,40,12.44,33.562,0.25
29340,728499,50,11.8,33.583,0.13
29340,728500,60,11.26,33.663,0.08
29340,728501,70,11.11,33.723,0.05
29340,728502,75,10.99,33.743,0.04
29340,728503,84,10.79,33.774,0.03
29340,728504,100,10.68,33.836,0.02
29340,728505,118,10.21,33.869,0.01
29340,728506,125,10.14,33.904,0.01
29340,728507,139,10.05,33.977,0
29340,728508,150,9.89,34.009,0
29340,728509,168,9.61,34.047,0
29340,728510,199,9.27,34.115,0
29340,728511,200,9.26,34.117,NA
29340,728512,228,8.94,34.166,NA
29340,728513,250,8.78,34.195,NA
29340,728514,269,8.66,34.215,NA
29340,728515,300,8.4,34.237,NA
29340,728516,318,8.23,34.245,NA
29340,728517,377,7.5,34.263,NA
29340,728518,400,7.23,34.265,NA
29340,728519,438,6.82,34.271,NA
29340,728520,500,6.38,34.302,NA
29340,728521,520,6.24,34.313,NA
29341,728522,0,14.72,33.62,0.7
29341,728523,1,14.72,33.629,0.7
29341,728524,10,14.43,33.624,1.25
29341,728525,20,13.55,33.566,1.13
29341,728526,29,12.3,33.586,0.27
29341,728527,30,12.27,33.588,0.26
29341,728528,40,11.98,33.603,0.17
29341,728529,49,11.85,33.618,0.13
29341,728530,50,11.83,33.62,0.13
29341,728531,59,11.6,33.644,0.1
29341,728532,70,11.35,33.668,0.07
29341,728533,75,11.23,33.689,0.06
29341,728534,85,10.99,33.736,0.04
29341,728535,100,10.67,33.803,0.02
29341,728536,120,10.18,33.887,0.01
29341,728537,125,10.11,33.906,0.01
29341,728538,144,9.93,33.97,0
29341,728539,150,9.85,33.988,0
29341,728540,178,9.52,34.058,0
29341,728541,199,9.37,34.103,0
29341,728542,200,9.36,34.104,NA
29341,728543,228,9.07,34.136,NA
29341,728544,250,8.88,34.174,NA
29341,728545,267,8.73,34.202,NA
29341,728546,300,8.31,34.233,NA
29341,728547,317,8.08,34.243,NA
29341,728548,377,7.44,34.247,NA
29341,728549,400,7.2,34.254,NA
29341,728550,436,6.84,34.269,NA
29341,728551,500,6.34,34.305,NA
29341,728552,522,6.17,34.318,NA
29342,728553,0,14.27,33.52,0.57
29342,728554,2,14.27,33.52,0.57
29342,728555,10,14.18,33.53,0.61
29342,728556,19,13.97,33.539,0.69
29342,728557,20,13.96,33.54,0.68
29342,728558,29,13.82,33.526,0.56
29342,728559,30,13.78,33.521,0.54
29342,728560,39,13.19,33.459,0.35
29342,728561,49,12.16,33.369,0.19
29342,728562,50,12.09,33.37,0.18
29342,728563,59,11.67,33.404,0.13
29342,728564,69,11.46,33.449,0.09
29342,728565,75,11.31,33.472,0.08
29342,728566,84,11.04,33.518,0.06
29342,728567,99,10.39,33.663,0.02
29342,728568,100,10.37,33.672,0.02
29342,728569,119,10.14,33.82,0.01
29342,728570,125,10.05,33.843,0.01
29342,728571,139,9.82,33.882,0
29342,728572,150,9.61,33.916,0
29342,728573,170,9.22,33.979,0
29342,728574,197,8.81,34.065,0
29342,728575,200,8.76,34.071,NA
29342,728576,228,8.36,34.112,NA
29342,728577,250,8.11,34.149,NA
29342,728578,268,7.95,34.179,NA
29342,728579,300,7.75,34.234,NA
29342,728580,317,7.65,34.258,NA
29342,728581,376,7.08,34.273,NA
29342,728582,400,6.84,34.28,NA
29342,728583,436,6.52,34.291,NA
29342,728584,500,6.19,34.315,NA
29342,728585,522,6.08,34.324,NA
29343,728586,0,14.52,33.55,0.65
29343,728587,1,14.52,33.554,0.65
29343,728588,10,14.52,33.554,0.66
29343,728589,20,14.52,33.555,0.65
29343,728590,30,14.47,33.556,0.66
29343,728591,31,14.46,33.556,0.66
29343,728592,40,14.23,33.556,0.65
29343,728593,50,13.07,33.481,0.3
29343,728594,61,12.2,33.411,0.18
29343,728595,71,11.28,33.43,0.1
29343,728596,75,11.21,33.501,0.08
29343,728597,86,11.03,33.657,0.06
29343,728598,100,10.78,33.746,0.04
29343,728599,120,10.01,33.849,0.01
29343,728600,125,9.87,33.878,0.01
29343,728601,139,9.54,33.948,0
29343,728602,150,9.26,33.975,0
29343,728603,169,8.82,33.999,0
29343,728604,200,8.37,34.043,0
29343,728605,229,7.99,34.105,NA
29343,728606,250,7.88,34.141,NA
29343,728607,269,7.8,34.166,NA
29343,728608,300,7.47,34.183,NA
29343,728609,318,7.27,34.19,NA
29343,728610,377,6.92,34.246,NA
29343,728611,400,6.77,34.262,NA
29343,728612,436,6.52,34.283,NA
29343,728613,500,6.09,34.319,NA
29343,728614,520,5.96,34.331,NA
29344,728615,0,14.97,33.62,0.83
29344,728616,2,14.97,33.621,0.83
29344,728617,9,14.89,33.619,0.87
29344,728618,10,14.89,33.619,0.88
29344,728619,18,14.87,33.62,0.93
29344,728620,20,14.86,33.619,0.93
29344,728621,29,14.82,33.615,0.93
29344,728622,30,14.6,33.598,0.86
29344,728623,38,12.78,33.482,0.32
29344,728624,47,12.15,33.467,0.19
29344,728625,50,11.96,33.473,0.17
29344,728626,52,11.85,33.48,0.16
29344,728627,61,11.56,33.546,0.13
29344,728628,69,10.72,33.596,0.07
29344,728629,75,10.41,33.626,0.05
29344,728630,86,10.17,33.682,0.03
29344,728631,100,9.94,33.784,0.02
29344,728632,101,9.93,33.791,0.02
29344,728633,120,9.47,33.909,0
29344,728634,125,9.39,33.93,0
29344,728635,138,9.23,33.972,0
29344,728636,150,9.1,33.997,0
29344,728637,170,8.88,34.034,0
29344,728638,199,8.47,34.118,0
29344,728639,200,8.46,34.12,NA
29344,728640,228,8.1,34.157,NA
29344,728641,250,7.86,34.183,NA
29344,728642,269,7.67,34.201,NA
29344,728643,300,7.31,34.22,NA
29344,728644,319,7.1,34.229,NA
29344,728645,379,6.73,34.262,NA
29344,728646,400,6.56,34.273,NA
29344,728647,437,6.26,34.291,NA
29344,728648,500,5.94,34.322,NA
29344,728649,513,5.87,34.329,NA
29345,728650,0,14.24,33.56,0.89
29345,728651,2,14.24,33.565,0.89
29345,728652,9,14.08,33.561,0.8
29345,728653,10,14.07,33.561,0.81
29345,728654,19,13.99,33.559,0.85
29345,728655,20,13.97,33.557,0.84
29345,728656,29,13.59,33.54,0.65
29345,728657,30,13.5,33.538,0.62
29345,728658,39,12.55,33.529,0.35
29345,728659,50,11.32,33.53,0.21
29345,728660,60,10.94,33.583,0.14
29345,728661,70,10.63,33.639,0.08
29345,728662,75,10.49,33.677,0.06
29345,728663,85,10.27,33.751,0.03
29345,728664,100,10.07,33.814,0.03
29345,728665,120,9.78,33.899,0.01
29345,728666,125,9.66,33.931,0.01
29345,728667,138,9.33,34.01,0
29345,728668,150,9.13,34.044,0
29345,728669,168,8.92,34.075,0
29345,728670,199,8.6,34.162,0
29345,728671,200,8.59,34.163,NA
29345,728672,227,8.25,34.183,NA
29345,728673,250,7.92,34.186,NA
29345,728674,269,7.66,34.188,NA
29345,728675,300,7.4,34.211,NA
29345,728676,316,7.29,34.225,NA
29345,728677,378,6.83,34.256,NA
29345,728678,400,6.71,34.268,NA
29345,728679,437,6.52,34.287,NA
29345,728680,500,6.16,34.312,NA
29345,728681,520,6.04,34.32,NA
29346,728682,0,14.19,33.41,0.53
29346,728683,2,14.19,33.416,0.53
29346,728684,10,14.19,33.416,0.53
29346,728685,11,14.19,33.416,0.53
29346,728686,19,14.19,33.416,0.53
29346,728687,20,14.18,33.416,0.53
29346,728688,29,14.09,33.415,0.56
29346,728689,30,14.07,33.415,0.56
29346,728690,39,13.88,33.414,0.58
29346,728691,49,13.83,33.415,0.41
29346,728692,50,13.78,33.41,0.39
29346,728693,60,12.99,33.345,0.25
29346,728694,71,11.66,33.309,0.17
29346,728695,75,11.38,33.349,0.14
29346,728696,84,10.96,33.468,0.08
29346,728697,99,10.6,33.594,0.05
29346,728698,100,10.56,33.602,0.05
29346,728699,120,9.69,33.767,0.01
29346,728700,125,9.54,33.807,0.01
29346,728701,140,9.2,33.907,0.01
29346,728702,150,9.02,33.941,0.01
29346,728703,170,8.74,33.982,0
29346,728704,200,8.39,34.066,0
29346,728705,202,8.37,34.071,0
29346,728706,229,8.05,34.112,NA
29346,728707,250,7.81,34.12,NA
29346,728708,270,7.6,34.122,NA
29346,728709,300,7.34,34.143,NA
29346,728710,318,7.21,34.158,NA
29346,728711,378,6.81,34.197,NA
29346,728712,400,6.65,34.218,NA
29346,728713,436,6.4,34.253,NA
29346,728714,500,6.08,34.301,NA
29346,728715,505,6.05,34.305,NA
29347,728716,0,14.21,33.42,0.52
29347,728717,2,14.21,33.423,0.52
29347,728718,10,14.23,33.424,0.53
29347,728719,19,14.22,33.423,0.53
29347,728720,20,14.22,33.423,0.53
29347,728721,30,14.21,33.422,0.53
29347,728722,40,13.75,33.382,0.38
29347,728723,50,12.87,33.3,0.25
29347,728724,59,12.45,33.317,0.15
29347,728725,69,12.02,33.265,0.17
29347,728726,75,11.93,33.288,0.15
29347,728727,83,11.83,33.347,0.11
29347,728728,99,11.22,33.471,0.06
29347,728729,100,11.19,33.48,0.06
29347,728730,119,10.67,33.647,0.03
29347,728731,125,10.48,33.684,0.02
29347,728732,139,10.06,33.757,0.01
29347,728733,150,9.77,33.817,0
29347,728734,169,9.33,33.906,0
29347,728735,199,8.78,33.98,0
29347,728736,200,8.76,33.983,NA
29347,728737,217,8.38,34.028,NA
29347,728738,250,7.92,34.081,NA
29347,728739,266,7.78,34.098,NA
29347,728740,300,7.51,34.136,NA
29347,728741,317,7.38,34.15,NA
29347,728742,376,6.66,34.159,NA
29347,728743,400,6.54,34.189,NA
29347,728744,436,6.41,34.24,NA
29347,728745,500,6.05,34.281,NA
29347,728746,521,5.93,34.295,NA
29348,728747,0,15.19,33.5,0.27
29348,728748,2,15.19,33.501,0.27
29348,728749,10,15.19,33.501,0.28
29348,728750,15,15.19,33.501,0.29
29348,728751,20,15.19,33.501,0.3
29348,728752,30,15.19,33.501,0.3
29348,728753,46,15.19,33.499,0.29
29348,728754,50,15.16,33.496,0.3
29348,728755,55,15.13,33.493,0.32
29348,728756,65,13.69,33.383,0.49
29348,728757,75,12.5,33.411,0.24
29348,728758,76,12.4,33.416,0.21
29348,728759,86,11.63,33.377,0.16
29348,728760,94,11.62,33.452,0.14
29348,728761,100,11.25,33.511,0.1
29348,728762,110,10.52,33.619,0.03
29348,728763,125,10.15,33.787,0.02
29348,728764,145,9.56,33.884,0.01
29348,728765,150,9.43,33.905,0.01
29348,728766,172,8.94,33.978,0
29348,728767,200,8.43,34.025,0
29348,728768,202,8.4,34.027,0
29348,728769,229,8.06,34.068,NA
29348,728770,250,7.76,34.079,NA
29348,728771,270,7.49,34.084,NA
29348,728772,300,7.19,34.104,NA
29348,728773,320,7.02,34.118,NA
29348,728774,379,6.48,34.157,NA
29348,728775,400,6.21,34.149,NA
29348,728776,437,5.8,34.144,NA
29348,728777,500,5.66,34.243,NA
29348,728778,514,5.63,34.265,NA
29349,728779,0,14.48,33.38,0.26
29349,728780,2,14.48,33.384,0.26
29349,728781,2,14.48,33.384,NA
29349,728782,10,14.47,33.384,0.26
29349,728783,12,14.46,33.384,0.26
29349,728784,20,14.44,33.387,0.27
29349,728785,24,14.43,33.387,0.29
29349,728786,30,14.37,33.407,0.34
29349,728787,38,14.29,33.432,0.4
29349,728788,45,14.28,33.432,0.4
29349,728789,50,14.26,33.43,0.38
29349,728790,59,13.25,33.309,0.29
29349,728791,67,12.22,33.325,0.19
29349,728792,75,12.61,33.556,0.11
29349,728793,76,12.65,33.578,0.1
29349,728794,85,11.2,33.356,0.08
29349,728795,96,10.78,33.476,0.05
29349,728796,100,10.64,33.53,0.04
29349,728797,110,10.37,33.657,0.02
29349,728798,125,10.17,33.769,0.01
29349,728799,144,9.25,33.84,0.01
29349,728800,150,9.11,33.871,0.01
29349,728801,169,8.88,33.959,0
29349,728802,199,8.53,34,0
29349,728803,200,8.51,34.001,NA
29349,728804,228,8,34.017,NA
29349,728805,250,7.69,34.026,NA
29349,728806,268,7.47,34.034,NA
29349,728807,300,7.07,34.059,NA
29349,728808,317,6.89,34.076,NA
29349,728809,378,6.69,34.15,NA
29349,728810,400,6.59,34.172,NA
29349,728811,438,6.39,34.211,NA
29349,728812,500,5.93,34.292,NA
29349,728813,520,5.78,34.319,NA
29350,728814,0,14.81,33.33,0.2
29350,728815,1,14.81,33.331,0.2
29350,728816,10,14.81,33.333,0.2
29350,728817,16,14.81,33.335,0.2
29350,728818,20,14.81,33.335,0.2
29350,728819,30,14.81,33.336,0.2
29350,728820,32,14.81,33.336,0.2
29350,728821,46,14.65,33.322,0.26
29350,728822,50,14.62,33.318,0.27
29350,728823,60,14.59,33.315,0.28
29350,728824,75,14.64,33.341,0.31
29350,728825,84,14.58,33.338,0.29
29350,728826,95,14.05,33.369,0.19
29350,728827,100,13.89,33.45,0.17
29350,728828,103,13.75,33.488,0.16
29350,728829,116,11.94,33.28,0.13
29350,728830,125,12.69,33.627,0.07
29350,728831,140,10.66,33.391,0.03
29350,728832,150,10.55,33.523,0.02
29350,728833,163,10.4,33.685,0.01
29350,728834,194,9.53,33.895,0
29350,728835,200,9.35,33.918,NA
29350,728836,228,8.61,33.983,NA
29350,728837,250,8.21,34.005,NA
29350,728838,268,7.93,34.012,NA
29350,728839,300,7.39,34.023,NA
29350,728840,317,7.12,34.027,NA
29350,728841,377,6.34,34.049,NA
29350,728842,400,6.16,34.066,NA
29350,728843,440,5.91,34.099,NA
29350,728844,500,5.44,34.149,NA
29350,728845,512,5.35,34.159,NA
29351,728846,0,15.66,33.54,0.18
29351,728847,2,15.66,33.546,0.18
29351,728848,10,15.65,33.544,0.18
29351,728849,16,15.65,33.542,0.18
29351,728850,20,15.65,33.542,0.18
29351,728851,30,15.66,33.541,0.18
29351,728852,31,15.66,33.541,0.18
29351,728853,46,15.64,33.535,0.17
29351,728854,50,15.64,33.534,0.17
29351,728855,61,15.63,33.533,0.18
29351,728856,75,15.64,33.534,0.18
29351,728857,85,15.49,33.511,0.21
29351,728858,95,14.91,33.718,0.18
29351,728859,100,14.65,33.725,0.18
29351,728860,105,14.38,33.703,0.18
29351,728861,115,13.77,33.679,0.12
29351,728862,125,13.4,33.688,0.07
29351,728863,140,12.5,33.621,0.06
29351,728864,150,11.87,33.625,0.04
29351,728865,165,11,33.667,0.02
29351,728866,196,9.81,33.77,0
29351,728867,200,9.67,33.796,NA
29351,728868,229,8.82,33.973,NA
29351,728869,250,8.5,33.99,NA
29351,728870,269,8.26,34.006,NA
29351,728871,300,7.63,34.012,NA
29351,728872,318,7.27,34.015,NA
29351,728873,379,6.65,34.053,NA
29351,728874,400,6.42,34.063,NA
29351,728875,438,6.01,34.084,NA
29351,728876,500,5.5,34.142,NA
29351,728877,519,5.35,34.16,NA
29352,728878,0,15.91,33.52,0.14
29352,728879,2,15.91,33.522,0.14
29352,728880,3,15.91,33.522,0.14
29352,728881,10,15.9,33.522,0.14
29352,728882,15,15.9,33.522,0.14
29352,728883,20,15.9,33.522,0.14
29352,728884,30,15.91,33.524,0.14
29352,728885,31,15.91,33.524,0.14
29352,728886,47,15.91,33.523,0.14
29352,728887,50,15.91,33.523,0.14
29352,728888,63,15.91,33.523,0.14
29352,728889,74,15.51,33.474,0.22
29352,728890,75,15.35,33.462,0.23
29352,728891,85,13.72,33.359,0.29
29352,728892,96,13,33.348,NA
29352,728893,100,12.99,33.371,0.22
29352,728894,105,12.97,33.395,0.18
29352,728895,114,12.94,33.484,0.14
29352,728896,124,12.32,33.472,0.09
29352,728897,125,12.33,33.491,0.09
29352,728898,139,12.66,33.795,0.05
29352,728899,150,12.06,33.804,0.03
29352,728900,164,10.97,33.739,0.02
29352,728901,194,9.63,33.861,0
29352,728902,200,9.43,33.885,NA
29352,728903,227,8.71,33.974,NA
29352,728904,250,8.31,34.009,NA
29352,728905,266,8.09,34.021,NA
29352,728906,300,7.59,34.044,NA
29352,728907,318,7.36,34.058,NA
29352,728908,380,6.8,34.158,NA
29352,728909,400,6.68,34.189,NA
29352,728910,439,6.47,34.243,NA
29352,728911,500,6.16,34.287,NA
29352,728912,515,6.08,34.298,NA
29353,728913,0,16.18,33.48,0.12
29353,728914,1,16.18,33.483,0.12
29353,728915,10,16.17,33.481,0.12
29353,728916,15,16.16,33.477,0.12
29353,728917,20,16.14,33.474,0.12
29353,728918,29,16.09,33.468,0.13
29353,728919,30,16.09,33.468,0.13
29353,728920,44,16.06,33.463,0.13
29353,728921,50,16.05,33.463,0.13
29353,728922,59,16.05,33.463,0.14
29353,728923,74,16.04,33.463,0.16
29353,728924,75,16.03,33.463,0.17
29353,728925,85,15.96,33.463,0.28
29353,728926,94,14.72,33.461,0.26
29353,728927,100,14.41,33.477,0.26
29353,728928,103,14.34,33.49,0.26
29353,728929,114,14.08,33.583,0.23
29353,728930,125,13.58,33.603,0.16
29353,728931,140,13.18,33.693,0.08
29353,728932,150,12.8,33.705,0.06
29353,728933,164,12.15,33.706,0.05
29353,728934,195,10.29,33.804,0.01
29353,728935,200,10.08,33.823,NA
29353,728936,230,9.15,33.934,NA
29353,728937,250,8.69,33.997,NA
29353,728938,268,8.38,34.045,NA
29353,728939,300,8.1,34.111,NA
29353,728940,320,7.94,34.132,NA
29353,728941,379,6.84,34.081,NA
29353,728942,400,6.52,34.083,NA
29353,728943,438,6.05,34.103,NA
29353,728944,500,5.76,34.165,NA
29353,728945,514,5.69,34.179,NA
29354,728946,0,16.03,33.48,0.13
29354,728947,2,16.03,33.482,0.13
29354,728948,10,16.03,33.483,0.13
29354,728949,16,16.03,33.483,0.13
29354,728950,20,16.03,33.483,0.13
29354,728951,30,16.03,33.483,0.14
29354,728952,31,16.03,33.483,0.14
29354,728953,46,16.04,33.482,0.15
29354,728954,50,16.04,33.483,0.15
29354,728955,60,16.04,33.486,0.14
29354,728956,75,16.04,33.487,0.14
29354,728957,77,16.04,33.487,0.14
29354,728958,85,15.99,33.486,0.17
29354,728959,95,14.57,33.53,0.28
29354,728960,100,14.27,33.52,0.27
29354,728961,106,14.13,33.516,0.25
29354,728962,116,14.05,33.618,0.21
29354,728963,125,13.87,33.656,0.18
29354,728964,126,13.83,33.658,0.18
29354,728965,138,12.91,33.662,0.07
29354,728966,150,12.27,33.628,0.06
29354,728967,163,11.69,33.601,0.04
29354,728968,193,10.23,33.768,0.01
29354,728969,200,10.01,33.807,NA
29354,728970,228,9.32,33.936,NA
29354,728971,250,8.8,33.986,NA
29354,728972,267,8.43,34.006,NA
29354,728973,300,7.84,34.024,NA
29354,728974,319,7.55,34.026,NA
29354,728975,379,6.72,34.054,NA
29354,728976,400,6.56,34.074,NA
29354,728977,438,6.32,34.113,NA
29354,728978,500,5.82,34.171,NA
29354,728979,518,5.67,34.188,NA
29355,728980,0,15.7,33.51,0.14
29355,728981,1,15.7,33.511,0.14
29355,728982,10,15.7,33.511,0.13
29355,728983,15,15.7,33.511,0.13
29355,728984,20,15.7,33.51,0.13
29355,728985,30,15.7,33.509,0.14
29355,728986,45,15.69,33.508,0.13
29355,728987,50,15.68,33.508,0.13
29355,728988,54,15.68,33.507,0.14
29355,728989,65,15.67,33.504,0.15
29355,728990,75,15.26,33.463,0.28
29355,728991,84,14.19,33.427,0.32
29355,728992,95,14.38,33.645,0.23
29355,728993,100,14.33,33.699,0.2
29355,728994,110,14.09,33.748,0.15
29355,728995,125,13.63,33.717,0.09
29355,728996,144,12.33,33.618,0.05
29355,728997,150,11.92,33.593,0.04
29355,728998,170,10.73,33.581,0.02
29355,728999,200,9.85,33.842,0
29355,729000,229,9.29,33.918,NA
29355,729001,250,8.93,33.965,NA
29355,729002,269,8.61,33.998,NA
29355,729003,300,8.03,34.023,NA
29355,729004,318,7.7,34.03,NA
29355,729005,378,6.91,34.058,NA
29355,729006,400,6.65,34.068,NA
29355,729007,439,6.24,34.09,NA
29355,729008,500,5.73,34.152,NA
29355,729009,515,5.6,34.168,NA
29356,729010,0,15.84,33.59,0.15
29356,729011,2,15.84,33.593,NA
29356,729012,3,15.84,33.593,0.15
29356,729013,10,15.82,33.594,0.16
29356,729014,11,15.82,33.594,0.16
29356,729015,20,15.82,33.593,0.15
29356,729016,30,15.82,33.592,0.15
29356,729017,32,15.82,33.592,0.15
29356,729018,43,15.82,33.593,0.15
29356,729019,50,15.81,33.592,0.15
29356,729020,54,15.81,33.592,0.15
29356,729021,64,15.8,33.59,0.15
29356,729022,75,15.79,33.589,0.14
29356,729023,85,14.8,33.692,0.31
29356,729024,95,14.75,33.753,0.27
29356,729025,100,14.82,33.798,0.25
29356,729026,105,14.9,33.851,0.23
29356,729027,116,14.88,33.984,0.15
29356,729028,125,14.64,33.977,0.1
29356,729029,128,14.51,33.961,0.09
29356,729030,139,13.88,33.904,0.05
29356,729031,150,12.91,33.787,0.03
29356,729032,164,11.64,33.668,0.02
29356,729033,195,10.09,33.791,0
29356,729034,200,9.95,33.819,NA
29356,729035,230,9.29,33.964,NA
29356,729036,250,8.81,33.995,NA
29356,729037,270,8.36,34.003,NA
29356,729038,300,7.83,34.013,NA
29356,729039,320,7.53,34.017,NA
29356,729040,379,6.86,34.062,NA
29356,729041,400,6.69,34.081,NA
29356,729042,438,6.38,34.11,NA
29356,729043,500,5.7,34.122,NA
29356,729044,517,5.51,34.127,NA
29357,729045,0,14.26,33.43,0.53
29357,729046,1,14.26,33.435,0.53
29357,729047,10,14.15,33.42,0.52
29357,729048,19,14.11,33.423,0.47
29357,729049,20,14.1,33.424,0.47
29357,729050,29,14.04,33.429,0.43
29357,729051,30,14.04,33.428,0.42
29357,729052,40,14.01,33.426,0.37
29357,729053,50,14,33.426,0.37
29357,729054,51,14,33.426,0.37
29357,729055,60,13.82,33.403,0.28
29357,729056,70,13.39,33.359,0.22
29357,729057,75,12.89,33.318,0.2
29357,729058,86,11.76,33.257,0.17
29357,729059,99,11.15,33.297,0.08
29357,729060,100,11.09,33.299,0.08
29357,729061,119,10.02,33.365,0.03
29357,729062,125,9.87,33.408,0.02
29357,729063,137,9.71,33.514,0.02
29357,729064,150,9.7,33.663,0.02
29357,729065,168,9.68,33.86,0.01
29357,729066,197,8.79,33.971,0
29357,729067,200,8.73,33.978,NA
29357,729068,228,8.27,34.015,NA
29357,729069,250,7.9,34.018,NA
29357,729070,268,7.61,34.021,NA
29357,729071,300,7.18,34.026,NA
29357,729072,319,6.97,34.031,NA
29357,729073,379,6.48,34.078,NA
29357,729074,400,6.23,34.082,NA
29357,729075,438,5.8,34.093,NA
29357,729076,500,5.41,34.163,NA
29357,729077,516,5.31,34.181,NA
29358,729078,0,15.31,33.56,0.47
29358,729079,2,15.31,33.565,0.47
29358,729080,10,15.31,33.566,0.48
29358,729081,16,15.32,33.567,0.49
29358,729082,20,15.32,33.567,0.49
29358,729083,30,15.33,33.567,0.5
29358,729084,31,15.33,33.567,0.5
29358,729085,45,15.31,33.566,0.53
29358,729086,50,15.28,33.56,0.52
29358,729087,55,15.25,33.553,0.5
29358,729088,66,12.92,33.354,0.48
29358,729089,75,12.12,33.41,0.27
29358,729090,76,12.07,33.422,0.24
29358,729091,85,11.54,33.49,0.12
29358,729092,96,10.87,33.533,0.06
29358,729093,100,10.67,33.553,0.05
29358,729094,110,10.26,33.606,0.03
29358,729095,125,9.88,33.686,0.01
29358,729096,126,9.86,33.692,0.01
29358,729097,145,9.35,33.844,0
29358,729098,150,9.22,33.874,0
29358,729099,171,8.69,33.967,0
29358,729100,200,8.1,34.012,0
29358,729101,228,7.64,34.026,NA
29358,729102,250,7.32,34.034,NA
29358,729103,268,7.07,34.04,NA
29358,729104,300,6.66,34.048,NA
29358,729105,319,6.45,34.054,NA
29358,729106,377,5.97,34.083,NA
29358,729107,400,5.8,34.102,NA
29358,729108,437,5.56,34.135,NA
29358,729109,500,5.22,34.19,NA
29358,729110,518,5.12,34.206,NA
29359,729111,0,14.31,33.41,0.56
29359,729112,2,14.31,33.413,0.56
29359,729113,2,14.31,33.413,NA
29359,729114,10,14.29,33.413,0.6
29359,729115,20,14.28,33.413,0.61
29359,729116,22,14.28,33.413,0.61
29359,729117,30,14.28,33.413,0.61
29359,729118,32,14.28,33.413,0.61
29359,729119,44,14.28,33.414,0.6
29359,729120,50,14.28,33.414,0.55
29359,729121,52,14.28,33.414,0.54
29359,729122,60,14.26,33.414,0.53
29359,729123,68,13.01,33.343,0.24
29359,729124,75,12.67,33.379,0.2
29359,729125,84,11.82,33.342,0.12
29359,729126,95,11.84,33.461,0.09
29359,729127,100,11.65,33.491,0.08
29359,729128,110,11.18,33.533,NA
29359,729129,125,10.78,33.604,0.04
29359,729130,145,9.78,33.788,0.01
29359,729131,150,9.64,33.821,0.01
29359,729132,170,9.27,33.919,0
29359,729133,200,8.72,33.988,0
29359,729134,202,8.69,33.991,0
29359,729135,228,8.3,34.047,NA
29359,729136,250,8,34.069,NA
29359,729137,265,7.8,34.076,NA
29359,729138,300,7.35,34.089,NA
29359,729139,316,7.16,34.094,NA
29359,729140,378,6.48,34.12,NA
29359,729141,400,6.26,34.124,NA
29359,729142,436,5.94,34.133,NA
29359,729143,500,5.48,34.191,NA
29359,729144,516,5.36,34.206,NA
29360,729145,0,14.72,33.45,0.47
29360,729146,1,14.72,33.455,0.47
29360,729147,10,14.63,33.449,0.49
29360,729148,16,14.52,33.443,0.52
29360,729149,20,14.46,33.438,0.55
29360,729150,30,14.29,33.425,0.59
29360,729151,46,13.88,33.407,0.41
29360,729152,50,13.86,33.401,0.39
29360,729153,55,13.85,33.397,0.37
29360,729154,65,13.75,33.397,0.33
29360,729155,74,13.49,33.413,0.28
29360,729156,75,13.44,33.407,0.28
29360,729157,84,12.85,33.355,0.23
29360,729158,95,12.08,33.393,0.12
29360,729159,100,11.76,33.423,0.1
29360,729160,109,11.25,33.492,0.08
29360,729161,124,10.68,33.627,0.04
29360,729162,125,10.65,33.633,0.04
29360,729163,144,10.2,33.725,0.03
29360,729164,150,9.99,33.757,0.02
29360,729165,169,9.35,33.86,0
29360,729166,200,8.77,34.013,0
29360,729167,229,8.39,34.044,NA
29360,729168,250,8.17,34.06,NA
29360,729169,268,7.98,34.072,NA
29360,729170,300,7.57,34.104,NA
29360,729171,316,7.36,34.12,NA
29360,729172,377,6.76,34.152,NA
29360,729173,400,6.58,34.162,NA
29360,729174,434,6.34,34.178,NA
29360,729175,500,5.94,34.216,NA
29360,729176,522,5.8,34.229,NA
29361,729177,0,13.14,33.42,0.63
29361,729178,1,13.14,33.422,0.63
29361,729179,10,13.14,33.423,0.67
29361,729180,20,13.15,33.424,0.67
29361,729181,30,13.14,33.425,0.65
29361,729182,40,13.12,33.45,0.6
29361,729183,50,12.99,33.47,0.45
29361,729184,51,12.98,33.475,0.43
29361,729185,61,12.12,33.412,0.28
29361,729186,70,11.44,33.403,0.18
29361,729187,75,11,33.457,0.13
29361,729188,83,10.38,33.562,0.06
29361,729189,98,10.04,33.63,0.03
29361,729190,100,9.96,33.655,0.03
29361,729191,119,9.25,33.894,0.01
