Cruise,Ship,Date,Latitude,Longitude,Abundance per m2,Species
CALCOFI 1203,BELL M. SHIMADA,3/26/12,32.0167,-119.233,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,3/28/12,32.0833,-120.65,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,3/29/12,33.25,-118.25,435.33,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,3/29/12,33.1833,-118.4,5.46,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,3/29/12,32.4167,-119.95,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,3/30/12,33.3167,-119.667,12.096,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,3/30/12,33.15,-120,7.733,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,3/30/12,33.4833,-117.767,275.535,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,3/30/12,33.4167,-117.9,105.37,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,3/31/12,33.75,-120.417,27.738,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,3/31/12,33.5833,-120.75,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,3/31/12,33,-120.35,1.854,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,4/1/12,34.2333,-119.45,14.467,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,4/1/12,34.1833,-119.5,293.3,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,4/2/12,34.8833,-121.2,334.544,Thysanoessa spinifera - All phases and stages
CALCOFI 1203,BELL M. SHIMADA,4/2/12,34.7167,-121.55,7.308,Thysanoessa spinifera - All phases and stages
CALCOFI 1304,BELL M. SHIMADA,4/6/13,32.9,-117.4,275.31,Thysanoessa spinifera - All phases and stages
CALCOFI 1304,BELL M. SHIMADA,4/7/13,32.85,-117.533,66.882,Thysanoessa spinifera - All phases and stages
CALCOFI 1304,BELL M. SHIMADA,4/7/13,32.6833,-117.867,327.681,Thysanoessa spinifera - All phases and stages
CALCOFI 1304,BELL M. SHIMADA,4/10/13,33.8167,-118.633,138.72,Thysanoessa spinifera - All phases and stages
CALCOFI 1304,BELL M. SHIMADA,4/10/13,32.9167,-118.933,85.827,Thysanoessa spinifera - All phases and stages
CALCOFI 1304,BELL M. SHIMADA,4/11/13,32.0167,-119.233,7.28,Thysanoessa spinifera - All phases and stages
CALCOFI 1304,BELL M. SHIMADA,4/14/13,33.3167,-119.667,188.17,Thysanoessa spinifera - All phases and stages
CALCOFI 1304,BELL M. SHIMADA,4/14/13,32.65,-119.483,164.217,Thysanoessa spinifera - All phases and stages
CALCOFI 1304,BELL M. SHIMADA,4/15/13,34.1667,-119.517,1492.614,Thysanoessa spinifera - All phases and stages
CALCOFI 1304,BELL M. SHIMADA,4/17/13,32.9833,-120.35,3661.461,Thysanoessa spinifera - All phases and stages
CALCOFI 1304,BELL M. SHIMADA,4/20/13,34.3167,-120.8,823.264,Thysanoessa spinifera - All phases and stages
CALCOFI 1304,BELL M. SHIMADA,4/23/13,35.0167,-120.917,338.668,Thysanoessa spinifera - All phases and stages
CALCOFI 1404,OCEAN STARR,3/28/14,32.95,-117.3,36.449,Thysanoessa spinifera - All phases and stages
CALCOFI 1404,OCEAN STARR,4/1/14,32.85,-117.533,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1404,OCEAN STARR,4/2/14,32.6833,-117.867,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1404,OCEAN STARR,4/2/14,32.0167,-119.233,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1404,OCEAN STARR,4/7/14,33.8833,-118.483,29.885,Thysanoessa spinifera - All phases and stages
CALCOFI 1404,OCEAN STARR,4/7/14,33.1833,-118.383,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1404,OCEAN STARR,4/8/14,33.8167,-118.633,47,Thysanoessa spinifera - All phases and stages
CALCOFI 1404,OCEAN STARR,4/8/14,33.1333,-120.05,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1404,OCEAN STARR,4/9/14,32.9833,-120.35,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1404,OCEAN STARR,4/12/14,33.5833,-120.75,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1404,OCEAN STARR,4/13/14,33.8167,-121.85,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1504,New Horizon,4/4/15,32.91,-117.395,1.055,Thysanoessa spinifera - All phases and stages
CALCOFI 1504,New Horizon,4/4/15,32.8433,-117.535,13.356,Thysanoessa spinifera - All phases and stages
CALCOFI 1504,New Horizon,4/5/15,32.6817,-117.873,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1504,New Horizon,4/5/15,32.0117,-119.225,3.816,Thysanoessa spinifera - All phases and stages
CALCOFI 1504,New Horizon,4/10/15,32.92,-118.935,65.835,Thysanoessa spinifera - All phases and stages
CALCOFI 1504,New Horizon,4/11/15,33.8233,-118.627,602.91,Thysanoessa spinifera - All phases and stages
CALCOFI 1504,New Horizon,4/11/15,33.1567,-120.008,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1504,New Horizon,4/12/15,32.9867,-120.347,232.314,Thysanoessa spinifera - All phases and stages
CALCOFI 1504,New Horizon,4/13/15,33.2417,-121.44,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1504,New Horizon,4/16/15,34.3133,-120.793,66.36,Thysanoessa spinifera - All phases and stages
CALCOFI 1504,New Horizon,4/18/15,34.8883,-121.193,512.528,Thysanoessa spinifera - All phases and stages
CALCOFI 1504,New Horizon,4/19/15,35.0217,-120.907,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/1/16,32.912,-117.395,68.16,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/1/16,32.843,-117.532,221.331,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/2/16,32.678,-117.872,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/5/16,32.085,-120.638,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/6/16,33.252,-118.248,660.087,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/6/16,33.183,-118.387,877.256,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/6/16,32.418,-119.958,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/7/16,33.418,-117.903,575.667,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/8/16,33.315,-119.657,659.376,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/8/16,33.157,-120.005,38.088,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/9/16,32.99,-120.347,96.019,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/11/16,33.58,-120.753,235.417,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/12/16,34.45,-120.523,1504.25,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/12/16,33.745,-120.412,1224.51,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/13/16,35.02,-120.917,30.03,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/13/16,34.055,-122.94,0,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/16/16,35.645,-121.263,24.768,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/16/16,34.318,-120.808,70.716,Thysanoessa spinifera - All phases and stages
CALCOFI 1604,SHIMADA,4/17/16,35.48,-121.608,673.414,Thysanoessa spinifera - All phases and stages
